noncompliance,股东权益/负债合计_EquTotLia,股东类别_SHType,每股收益(元/股)_BasicEPS,每股经营活动现金流量(元/股)_OpeCFPS,营业利润/营业总收入()_OpePrTOR,净利润()_NetPrf,有形净值债务率(%)_DbTanEquRt,每股现金及现金等价物余额(元/股)_CCEPS,资产负债率(%)_DbAstRt,经营现金净流量(元)_NOCF,股东总户数(户)_SHNum,利润总额增长率(%)_TotPrfGrRt,营业收入增长率(%)_OpeIncmGrRt,户均持股数(股/户)_AvgHS,每股资本公积金(元/股)_CapSurFdPS,股东权益周转率(次)_EquRat,产权比率(%)_DbEquRt,权益乘数(%)_EquMul,营业收入3年复合增长率(%)_OperaInc3GrRt
0.0,375.6683,0,1.43,1.1841,17.1732,167518567.95,27.4094,2.4612,21.0231,138914024.68,7745.0,-7.5918,-0.8578,15148.0,3.9123,1.171,26.6192,1.2662,20.4787
0.0,36.3183,0,0.08,1.3672,1.2151,20371592.85,314.2218,0.4474,73.3577,354632383.75,30173.0,-93.2454,-10.0211,8597.0,1.0198,0.7739,275.3436,3.7534,16.7088
0.0,56.7984,0,0.04,0.2849,3.0359,41113572.99,200.6658,0.6432,63.3832,291270539.43,57587.0,107.022,-6.3759,17756.0,1.1861,1.3543,173.0988,2.731,-18.0983
0.0,242.0827,0,0.5423,0.0971,4.2987,357399196.0,86.4895,0.5322,29.2327,64033328.54,31484.0,11.6067,31.0587,20939.0,4.6883,2.4595,41.3082,1.4131,119.5399
0.0,187.8684,1,0.2924,-0.0221,22.2799,86924058.72,57.7173,0.4805,33.7101,-6574979.97,52687.0,31.3766,19.2956,5642.0,1.9013,0.4115,50.8526,1.5085,10.8977
0.0,69.0777,0,1.0641,-0.0544,24.9207,742441273.96,235.987,1.2995,59.1444,-47969961.95,25586.0,34.7031,78.6965,34459.0,1.156,1.2499,144.7645,2.4476,93.5973
0.0,108.0011,1,0.8,-1.2756,9.5518,703638831.12,100.4656,2.946,46.5256,-1115344530.32,40688.0,0.4053,7.6936,21490.0,2.2117,1.1133,87.0052,1.8701,8.6985
0.0,125.1943,1,0.13,-0.0738,4.3185,118671205.74,89.5218,0.2651,43.5232,-69654141.28,45208.0,11.2491,18.7222,20874.0,0.0223,0.645,77.0638,1.7706,12.946
0.0,66.0598,0,0.09,0.0543,9.3283,107514561.81,207.0933,0.7175,59.4233,67895840.39,43351.0,-79.8213,1.8511,28854.0,0.2111,1.1382,146.4471,2.4645,13.3267
0.0,46.6815,0,0.04,0.2667,2.2925,39996845.11,284.7083,0.2293,66.6684,300895447.31,96533.0,134.5785,29.6585,11686.0,1.2715,1.824,200.0154,3.0002,32.5584
0.0,60.2788,0,0.18,0.8674,2.1319,388954178.64,-3413.8333,0.6779,61.9451,1892760346.05,72338.0,63.0711,51.692,30166.0,1.2079,3.6955,162.7782,2.6278,40.4044
0.0,130.6527,0,0.77,0.6617,13.9035,793657143.25,94.4424,1.2217,43.3171,681528015.32,15.0,-18.2765,-0.1922,68666667.0,0.9277,1.625,76.4201,1.7642,16.9919
0.0,81.3819,1,0.26,0.9516,4.4907,66362381.25,134.1502,3.3812,51.7737,239058897.42,19114.0,-64.1972,1.1786,13143.0,0.293,3.5456,107.3559,2.0736,-2.8311
0.0,84.0513,0,0.12,-0.2812,7.4278,37797261.11,147.9541,0.2518,52.9112,-87726059.01,19304.0,5.294,14.7739,16162.0,0.3056,1.4596,112.3647,2.1236,6.1528
0.0,6.2637,1,1.42,-11.1827,40.438,4478608000.0,1716.1552,4.6953,93.9652,-38262213000.0,110120.0,12.7778,14.9516,31071.0,1.7244,0.5137,1557.0508,16.5705,18.4167
0.0,444.7959,1,3.1878,1.5428,33.2578,2084866052.69,23.7654,3.2658,18.3198,1009049053.07,90552.0,1.4835,-0.4615,7223.0,1.0559,0.6941,22.4287,1.2243,10.4271
0.0,88.6863,1,0.168,-0.038,4.3774,456749890.43,119.8646,0.5236,51.7959,-103389511.91,155579.0,-6.1428,3.6453,17478.0,1.7571,1.1631,107.4511,2.0745,7.1311
0.0,1298.0739,0,0.05,0.0241,2.9549,9331577.78,7.8411,0.0363,7.1387,4527608.07,13625.0,-90.4598,-11.8509,13800.0,2.3189,0.1401,7.6875,1.0769,0.5937
0.0,50.5675,1,-0.07,1.7986,0.0893,-54581883.22,386.2226,0.5277,64.9098,1501325583.42,49015.0,-113.8266,-2.3141,17030.0,3.6533,3.2183,184.9796,2.8498,24.554
0.0,197.0479,0,0.55,0.2581,14.6315,74181456.3,59.9555,0.3421,31.6628,35026394.34,14065.0,32.7138,46.7549,9649.0,1.3094,1.1996,46.3331,1.4633,29.2392
0.0,46.6089,1,0.1763,0.2767,1.577,125207908.73,465.5233,1.5291,63.4122,235856877.44,55842.0,9.3971,46.7824,15263.0,0.8483,5.5754,173.3155,2.7332,28.4468
0.0,38.705,0,-1.82,1.0906,-30.1164,-651814917.56,413.931,0.6847,67.9305,390427890.76,37978.0,-535.9034,22.1837,9427.0,0.8844,2.5424,211.8228,3.1182,29.7041
0.0,530.4002,0,0.38,0.4212,18.2763,14209901.83,19.6102,0.3042,15.8313,15597941.69,13.0,-0.2751,15.065,2848569.0,0.2147,1.3228,18.809,1.1881,15.9198
0.0,375.6683,0,1.43,1.1841,17.1732,167518567.95,27.4094,2.4612,21.0231,138914024.68,7745.0,-7.5918,-0.8578,15148.0,3.9123,1.171,26.6192,1.2662,20.4787
0.0,84.7364,0,1.34,1.0343,19.9784,80461767.78,127.0137,2.6344,53.9029,62060623.65,184.0,14.77,20.707,326087.0,4.5668,1.0742,116.9335,2.1693,10.1451
0.0,103.474,0,0.07,0.5399,4.0241,18219848.27,100.4429,0.9292,49.1463,149681954.35,13498.0,-84.5068,-26.9427,20540.0,0.8163,0.536,96.6426,1.9664,-6.3853
0.0,102.9198,0,0.52,0.597,11.2782,247879868.58,223.3246,2.6116,49.0241,285300644.37,11462.0,179.5079,87.5093,41694.0,1.8992,1.132,96.171,1.9617,33.3742
0.0,232.0915,1,0.4,0.3047,10.0992,115934974.46,46.7218,1.0877,28.9323,90817302.91,36522.0,27.1778,19.3213,8161.0,1.0698,1.3072,40.7109,1.4071,15.178
0.0,158.3132,0,0.2979,-0.9862,4.6875,35047668.59,69.1969,0.8632,38.7127,-116018439.19,15009.0,-18.3836,5.6527,7838.0,2.3165,1.2635,63.1659,1.6317,11.3627
0.0,180.5911,0,0.46,0.6709,6.3366,77736973.12,61.0819,1.1398,35.1735,114511417.05,26461.0,-27.2053,14.2094,6450.0,3.011,1.249,54.258,1.5426,14.9088
0.0,101.6563,0,0.07,0.4686,1.1009,37290907.39,102.7401,0.6942,48.8762,247478172.87,40936.0,17.8663,7.1536,12902.0,1.2085,2.6673,95.6034,1.956,10.2298
0.0,231.1392,0,-0.3636,0.1669,-14.9139,-67550377.71,50.6667,0.3769,20.9066,31001351.48,16401.0,-432.5125,-14.6816,11327.0,1.0371,0.7272,26.4328,1.2643,-10.1801
0.0,136.6778,0,0.48,0.5859,10.8607,47987617.38,79.1853,0.1494,42.2515,58812067.2,451.0,42.8194,39.1615,222558.0,0.6171,1.7208,73.1648,1.7316,29.3141
0.0,181.5709,1,2.09,0.7459,14.6752,1489185053.0,57.7401,3.4674,34.9961,565350945.0,50827.0,15.3884,9.5859,14911.0,4.4248,1.6922,53.8369,1.5384,19.019
0.0,81.5333,0,0.08,1.5115,1.021,5809467.17,127.1907,0.6683,54.0787,112876288.09,12660.0,-91.362,-6.7431,5899.0,2.0448,2.1379,117.7641,2.1776,24.8837
0.0,141.6346,1,0.111,-0.1279,4.2969,569202367.3,80.8959,1.2983,40.139,-655348765.1,142452.0,-36.9212,-3.2252,35983.0,2.2561,0.7138,67.0536,1.6705,1.4675
0.0,251.1165,0,0.512,0.7221,14.1414,370036653.03,45.5716,0.4406,28.4143,523403340.87,28401.0,18.4733,32.6595,25523.0,2.8702,0.7869,39.6926,1.3969,27.6378
0.0,32.7845,1,0.089,0.5937,1.2327,46267810.72,921.0081,3.2483,74.3256,308782981.91,20032.0,-10.9305,1.8056,25962.0,1.8565,4.3658,289.4936,3.8949,-3.1869
0.0,128.9678,0,0.47,0.073,9.0334,80075873.1,82.84,0.1292,43.6743,15721460.41,31615.0,-11.4246,23.9531,6811.0,3.0737,1.2946,77.5388,1.7754,27.5325
0.0,202.3434,0,-1.17,0.0877,-36.1996,-515563106.32,80.6624,0.2563,32.9587,38904937.47,32249.0,-427.8677,3.4547,13753.0,3.7017,0.6264,49.1618,1.4916,19.7332
0.0,272.3996,0,0.6935,0.6434,13.5575,83223211.8,39.7246,0.8371,26.8529,77210754.37,7411.0,25.7946,56.4514,16192.0,1.7705,1.296,36.7108,1.3671,47.6889
0.0,223.68,0,2.08,2.4643,22.5383,2927027520.86,57.7321,2.1842,29.96,3572897917.61,64990.0,12.2679,23.9596,22309.0,0.9489,3.055,42.7755,1.4278,28.4916
1.0,73.9761,0,0.58,0.7898,11.5775,4371456570.63,166.9739,0.6442,57.0609,6219349490.09,268376.0,90.7847,50.915,29343.0,1.7101,1.1239,132.8881,2.3289,29.3246
1.0,159.8231,0,0.089,0.6099,2.3776,106643086.76,64.8855,0.3799,38.4877,727165738.46,58408.0,122.543,-3.0077,20412.0,1.3752,1.1151,62.5692,1.6257,6.6403
1.0,601.6966,0,0.43,0.5604,18.0341,537826647.34,20.8857,1.1461,12.6889,693970679.96,112198.0,9.0788,4.0366,11037.0,0.2383,1.2731,14.533,1.1453,8.6979
1.0,82.0154,1,-0.55,0.8083,-2.9848,-2646719356.53,147.3301,1.949,54.9934,3881748238.39,154222.0,-440.6686,6.4813,31141.0,1.1173,1.564,122.1899,2.2219,-3.4934
1.0,42.5816,1,0.27,1.4212,34.5294,914361564.54,239.6518,5.8163,70.1253,4782949394.5,98577.0,37.8652,26.0412,34140.0,3.747,0.1293,234.7318,3.3473,-1.7781
1.0,164.5783,1,1.0331,1.4339,81.591,1073883467.11,68.1439,2.2639,37.2726,1490560434.88,31469.0,-2.3247,1.0043,33033.0,1.0954,0.239,59.4201,1.5942,9.4121
1.0,158.1827,1,0.94,0.6185,14.1003,402233891.06,67.526,1.9995,34.2624,265348926.68,29448.0,13.4495,24.6862,14568.0,1.124,1.235,52.1199,1.5212,16.1283
1.0,257.8234,0,0.39,0.696,12.7653,290642629.46,46.2509,0.4731,27.0035,527553563.86,23281.0,-13.7353,0.7714,32560.0,0.7903,1.1419,36.9929,1.3699,7.9209
1.0,103.7707,0,0.49,0.4343,10.0594,1602187171.52,121.5147,0.9049,46.239,1414713927.28,30865.0,60.274,-0.0235,105550.0,1.9934,1.5058,86.0083,1.8601,35.1121
1.0,104.5331,0,0.0344,0.6154,0.9574,30506781.53,133.1523,0.0554,48.7673,545767009.03,63548.0,132.5378,-0.5384,13956.0,0.556,1.2005,95.1878,1.9519,4.2379
1.0,62.9579,0,0.88,0.6558,8.7391,2349395605.96,171.4834,2.2611,60.9864,1755219982.71,65712.0,6.0661,22.9031,40729.0,0.1278,2.1723,156.3208,2.5632,16.3026
1.0,123.3904,0,0.2224,1.0838,3.9838,158555360.03,236.113,1.1413,43.8349,779433442.62,74419.0,-12.3423,56.4292,9664.0,1.7094,2.2768,78.0466,1.7805,77.8135
1.0,60.7993,0,0.26,0.3095,3.1387,267478595.0,178.024,0.6685,61.4909,320194744.95,37665.0,56.4244,3.2403,27463.0,2.0166,2.1613,159.6786,2.5968,16.0829
1.0,104.5997,0,0.3173,0.5282,8.2017,251606231.13,106.4113,0.7509,48.6266,421322219.8,42186.0,2213.7851,18.4775,18908.0,1.4814,1.1993,94.6532,1.9465,3.3945
1.0,44.8576,1,0.8124,-0.6845,5.3649,335358813.75,375.408,4.6463,67.8774,-282559563.34,21316.0,9.7551,17.3973,19365.0,2.2462,2.3258,211.3075,3.1131,10.6079
1.0,94.6288,0,0.2773,1.3649,0.6837,343682499.84,109.8802,2.1481,51.2103,1691513845.13,53368.0,1630.5831,-1.7795,23221.0,1.3088,11.3271,104.9612,2.0496,4.9189
1.0,250.1708,0,0.1725,0.4063,3.9754,37432935.18,42.6167,1.2542,26.3904,88154130.58,46836.0,136.7054,47.8033,4633.0,4.4953,1.2899,35.8518,1.3585,38.5123
1.0,60.0086,0,0.32,0.3198,5.0311,425666944.49,186.7372,1.7454,61.7735,428560351.61,36461.0,18.3259,17.2418,36752.0,1.4245,1.3591,161.5984,2.616,6.4683
1.0,36.7721,0,-0.66,-0.1629,-43.2117,-981450344.87,312.3286,0.686,72.3633,-242289253.07,88325.0,-1405.1567,-49.1664,16835.0,1.573,0.5353,261.8371,3.6184,-11.4856
1.0,39.8914,0,0.09,-0.6487,1.8345,143877091.34,311.3451,1.0478,71.1313,-997165223.07,24551.0,-65.7377,-9.3861,62616.0,1.4754,1.8876,246.3958,3.464,8.8617
1.0,37.7157,1,0.06,-0.0538,1.2815,36596623.17,316.8667,2.2061,71.6657,-30718155.67,33415.0,80.3327,-0.6713,17093.0,1.0821,3.0143,252.9295,3.5293,6.7706
1.0,121.3297,0,-0.58,0.2267,-34.7017,-1045864847.9,106.556,0.4636,44.374,407161310.82,99043.0,-2579.113,-18.7871,18132.0,1.0776,0.6735,79.7721,1.7977,4.3686
1.0,63.1906,0,1.07,1.6633,6.2399,559116424.7,195.7025,0.7496,61.278,871127240.95,15010.0,26.304,36.5792,34891.0,4.0663,2.2977,158.2513,2.5825,43.7397
1.0,326.6205,0,0.22,-0.1052,12.9969,142328015.08,38.5541,1.4867,22.8291,-67868707.5,31688.0,46.6723,28.8411,20367.0,1.4982,0.5772,29.5825,1.2958,14.093
1.0,108.5967,0,1.49,0.698,11.3835,566026957.88,144.8432,0.72,47.9807,268714068.57,8915.0,47.2185,29.2896,43181.0,5.924,1.6156,92.2365,1.9224,135.3207
1.0,70.9782,0,0.43,-0.1212,5.891,156185147.87,156.0836,1.0348,55.6721,-45902441.65,20166.0,13.6226,5.6487,18776.0,3.1985,1.7091,125.5917,2.2559,16.1482
1.0,136.8023,0,0.15,0.1372,4.3474,34334071.62,76.0553,1.0212,42.1111,28793335.65,20874.0,-30.8318,-14.7577,10054.0,0.7082,1.1043,72.7446,1.7274,-2.113
1.0,35.0951,0,0.16,2.8974,1.2965,21955318.63,388.9147,2.3937,74.1345,399963045.33,11716.0,-65.8429,1.7297,11782.0,4.0111,2.5116,286.6159,3.8662,12.3329
1.0,71.6885,0,-0.15,-0.2015,-2.5166,-17833663.14,155.6466,1.0905,58.245,-24505139.26,12600.0,-166.6818,-4.8085,9651.0,2.3678,1.3943,139.4924,2.3949,-1.4012
1.0,253.5986,0,1.81,0.7165,22.1033,215818506.25,39.8977,6.1022,28.2807,107730708.21,30246.0,26.6824,25.4997,4971.0,6.8297,1.0221,39.4324,1.3943,60.3081
1.0,253.5986,0,1.81,0.7165,22.1033,215818506.25,39.8977,6.1022,28.2807,107730708.21,30246.0,26.6824,25.4997,4971.0,6.8297,1.0221,39.4324,1.3943,60.3081
1.0,253.5986,0,1.81,0.7165,22.1033,215818506.25,39.8977,6.1022,28.2807,107730708.21,30246.0,26.6824,25.4997,4971.0,6.8297,1.0221,39.4324,1.3943,60.3081
1.0,253.5986,0,1.81,0.7165,22.1033,215818506.25,39.8977,6.1022,28.2807,107730708.21,30246.0,26.6824,25.4997,4971.0,6.8297,1.0221,39.4324,1.3943,60.3081
1.0,163.9542,0,0.72,0.388,14.1303,136178647.31,69.5271,2.0492,37.3155,76054239.43,24659.0,8.8056,30.406,7950.0,3.2741,1.3728,59.5291,1.5953,35.9458
1.0,86.4362,0,0.41,0.0966,5.5167,203622670.36,129.9188,1.8641,53.682,65977961.63,32058.0,3.6058,17.2085,21315.0,1.5836,1.9488,115.8986,2.159,21.7613
1.0,104.7364,0,0.23,0.02,7.6774,150042583.64,104.87,0.8555,48.5493,13141752.01,48817.0,281.9216,-13.8307,13434.0,2.4191,0.6369,94.3607,1.9436,7.9015
1.0,101.9735,0,1.8762,1.3121,25.4873,149160263.99,124.7399,1.9048,49.4371,104314394.93,6.0,44.3456,31.2619,13250000.0,0.5234,1.7651,97.7734,1.9777,27.5363
1.0,60.6207,0,-0.6235,0.3654,-39.316,-487785605.59,286.8957,0.4005,61.9468,289790278.66,52503.0,-792.5938,-1.0075,15106.0,1.1566,0.6207,162.79,2.6279,7.7938
1.0,28.1581,0,-0.39,0.4659,-20.0852,-912119706.04,478.3622,0.8685,76.4752,1093054461.73,49980.0,-412.7114,-34.6192,46945.0,0.718,0.8141,325.0825,4.2508,3.4713
1.0,24.937,0,-2.32,0.2064,-41.6654,-1381107950.51,533.2273,0.4572,79.9352,122106117.05,28696.0,53.2107,-25.6529,20616.0,6.3256,2.3926,398.3859,4.9839,2.7816
1.0,61.3482,0,0.4315,0.5447,9.0055,89840477.57,439.4558,1.0196,59.8159,113419342.44,10122.0,114.0432,29.4672,20571.0,2.4616,1.0539,148.8546,2.4885,21.2919
1.0,95.1622,0,0.4,0.2494,13.401,316710725.54,284.1936,0.7685,50.5312,195457194.33,23152.0,30.0756,32.2448,33854.0,2.7248,0.7266,102.1478,2.0215,52.2672
1.0,69.8071,0,0.2821,0.8132,4.5648,67678571.61,297.9781,1.2045,58.8496,195136028.2,20774.0,47.8456,90.1676,11551.0,0.8929,1.4518,143.0108,2.4301,50.0774
1.0,268.5649,0,0.43,0.1084,24.1024,314070351.32,77.1726,0.7193,26.8629,80158689.37,24041.0,45.7321,14.6895,30770.0,1.3388,0.6034,36.7294,1.3673,39.2001
1.0,176.6591,0,0.08,0.2428,3.0243,10741879.19,104.6543,0.6676,35.736,33988140.4,17025.0,3.3288,3.0979,8223.0,1.2734,0.7411,55.608,1.5561,9.8607
1.0,71.3321,0,0.723,5.5005,27.7111,73750172.52,-308.7484,3.6116,40.9437,677772025.96,5672.0,838.5553,352.0213,21724.0,13.9402,0.8716,69.3298,1.6933,68.3738
1.0,234.8026,0,0.29,0.3105,-2.8075,61428932.25,123.2994,0.2493,29.0932,64837183.42,8660.0,2.3675,-9.3038,24116.0,2.937,0.4391,41.0301,1.4103,30.4089
1.0,238.7819,0,0.038,0.0005,5.5021,6592620.34,50.9747,0.3308,27.959,85874.81,12187.0,-17.8227,30.2377,14224.0,0.721,0.5366,38.8098,1.3881,45.8957
1.0,125.8755,0,0.44,0.3342,12.5153,164686401.24,101.3831,1.3139,43.9955,125636111.82,10214.0,-44.5012,-20.003,36813.0,4.9302,0.5466,78.557,1.7856,25.2166
1.0,55.0178,0,0.42,0.4026,4.1664,87782419.9,211.894,1.6923,63.7015,83838760.86,12493.0,-15.6382,3.8209,16669.0,1.4295,2.725,175.4935,2.7549,15.9045
1.0,580.2385,0,0.08,0.2066,10.1647,20118329.09,17.6257,0.471,14.7318,52417303.66,22364.0,-10.9969,-19.6408,11346.0,0.7116,0.2901,17.277,1.1728,-3.4029
1.0,40.1058,0,1.067,2.1782,26.9725,217395479.43,-233.5979,0.1973,71.3747,443797192.91,38.0,4.2606,22.1747,5361607.0,1.2311,0.8106,249.3407,3.4934,45.9401
1.0,72.8248,0,0.88,1.1616,12.1334,103792081.85,287.1025,0.4668,57.7907,136461963.84,11969.0,72.5792,114.7928,9815.0,2.2811,1.4043,136.9147,2.3691,43.6536
1.0,783.7399,1,0.96,0.723,23.0981,52859908.15,19.662,2.4651,10.9343,52575878.44,182.0,24.3291,25.3592,399561.0,7.6328,0.4677,12.2766,1.1228,25.6038
1.0,70.2597,0,0.56,0.4037,8.7568,101491224.43,180.2684,1.0971,58.597,72665864.54,7.0,-4.0293,21.5224,25714286.0,1.7794,1.7589,141.5283,2.4153,18.1433
1.0,79.0152,0,0.38,1.2616,3.6695,86142160.28,129.9652,1.7444,55.4481,283864770.57,14498.0,-38.5207,-20.0232,15519.0,3.1511,2.0217,124.4574,2.2446,6.7192
1.0,38.9905,0,0.0292,0.0874,2.3543,36517798.3,370.3018,0.3014,68.4281,109260987.96,51099.0,122.3906,2.6716,24451.0,0.731,1.3168,216.7374,3.1674,11.8936
1.0,45.525,1,2.191,3.9605,4.7841,25603384202.16,275.6151,9.3998,64.5793,46271852926.75,132207.0,-24.6321,-6.8831,88372.0,4.756,3.4848,182.3209,2.8232,3.4652
1.0,26.9394,1,0.98,-0.4036,16.5824,2087757861.49,407.2757,5.0475,77.1662,-759014629.0,65445.0,50.138,22.8045,28733.0,1.8531,0.6696,337.947,4.3795,12.2181
1.0,191.2071,1,0.16,0.1617,5.1378,44171447.34,53.457,0.3241,34.3398,53387200.68,13469.0,14.1408,9.956,24516.0,0.0231,1.7556,52.2993,1.523,10.2942
1.0,11.1848,1,0.35,-3.8916,2.6881,596160727.59,1018.1556,3.9881,84.1543,-6698055187.3,62036.0,8.8779,21.7306,27745.0,0.9564,5.3955,531.0853,6.3109,11.2107
1.0,82.9268,0,0.3,0.9329,17.2019,475822979.51,128.2907,1.2514,55.1514,1491657229.72,86846.0,671.6614,24.3281,18411.0,1.4088,0.9732,122.9722,2.2297,12.4937
1.0,22.2761,0,0.67,0.2368,6.9365,1020747158.55,461.4948,1.8881,80.2801,362198215.7,40870.0,17.0885,6.0077,37430.0,2.6458,2.1083,407.1024,5.071,13.6713
1.0,93.0138,1,0.73,0.6411,9.0601,1626560245.59,121.4352,2.7224,51.4094,1424320458.01,107220.0,7.3584,14.9586,20720.0,2.4164,1.1991,105.8012,2.058,-31.8002
1.0,190.4267,0,0.14,0.0632,4.1664,59704460.92,55.1897,0.2976,32.9473,27801547.82,55728.0,155.5039,-1.89,7890.0,0.438,1.2,49.1365,1.4914,-4.6801
1.0,46.4233,1,0.17,0.4756,4.1863,144049459.21,370.8876,1.906,67.0526,412007652.78,45520.0,-31.501,-13.4303,19031.0,2.8561,1.368,203.5145,3.0351,10.778
1.0,153.7297,0,0.03,0.3346,-1.3722,37181353.0,73.3901,2.5569,39.1344,415681968.0,81271.0,-111.7668,16.6691,15287.0,0.8606,0.952,64.2965,1.643,2.6482
1.0,95.563,1,0.007,0.0272,0.2804,4748602.34,113.7286,0.4331,49.3238,18649080.65,113877.0,-43.4785,38.8485,6013.0,0.2508,1.326,97.3315,1.9733,27.7633
1.0,94.6619,1,1.238,1.7308,5.7041,961336746.95,137.2628,10.5973,49.9464,1343537173.7,32057.0,-15.1491,0.2908,24215.0,6.388,2.4136,99.7859,1.9979,4.4921
1.0,97.2214,1,0.02,0.6029,0.5401,64896436.01,115.6326,1.5116,50.4389,2163420788.19,71579.0,0.6587,203.7472,50132.0,5.713,0.2865,101.771,2.0177,159.0295
1.0,535.3743,0,0.55,0.4209,28.3917,205091381.32,20.1408,0.4085,15.7388,158361310.37,24125.0,73.3476,13.0343,15595.0,0.6205,0.5,18.6785,1.1868,-5.009
1.0,566.0953,0,0.88,0.408,55.9845,5980435000.0,18.6925,0.093,15.0211,2759929000.0,64772.0,72.4021,-2.1949,104429.0,0.8745,0.4846,17.6763,1.1768,74.4858
1.0,39.9027,0,0.31,0.8587,3.5016,352843338.36,338.9971,3.0796,68.1729,991005281.3,25209.0,-24.3839,17.2593,45779.0,3.4829,2.4411,214.1977,3.142,7.2593
1.0,194.9833,0,1.74,1.9573,18.8767,172718570.48,57.7489,3.066,33.9002,193773447.54,12.0,2.8172,3.2589,8250000.0,5.2499,1.0876,51.2864,1.5129,21.4914
1.0,89.1602,0,3.23,4.005,15.2938,261285123.87,131.5428,5.9848,51.416,323665793.38,6685.0,76.1895,57.9758,12089.0,6.4046,1.6821,105.8291,2.0583,38.2791
1.0,103.2129,0,0.45,0.3416,9.5953,152492610.61,106.9393,2.4272,48.6437,115393384.9,38070.0,5.4887,4.6214,8872.0,2.198,1.1706,94.7181,1.9472,23.8551
1.0,44.6297,1,0.22,0.2948,43.3476,709811700.41,226.6904,3.5446,68.926,972557930.4,152218.0,207.3914,78.4365,21672.0,1.2734,0.2031,221.812,3.2181,13.6575
1.0,266.8343,0,0.54,0.6992,18.4439,208864316.07,48.4637,0.4048,26.9844,272680549.14,148.0,-25.3125,20.461,2635135.0,0.4411,0.8139,36.957,1.3696,11.9332
1.0,67.2077,1,0.145,0.0792,8.6186,95199524.27,224.297,0.5977,54.6018,52169896.65,40727.0,19.4255,4.936,16174.0,0.4953,1.7438,120.2732,2.2027,31.9991
1.0,156.0767,0,0.16,0.2289,8.1412,39511756.45,67.7897,0.9476,38.3485,54936780.29,25509.0,-35.3091,-10.2333,9408.0,1.557,0.66,62.2021,1.622,-2.0762
1.0,427.2147,0,0.68,0.8427,16.9832,273312959.07,33.2863,0.3834,18.9662,350866739.71,11736.0,27.6144,12.8624,35477.0,4.589,0.6004,23.4052,1.2341,38.9386
1.0,264.673,0,0.5,0.9257,6.1744,50065422.15,48.8523,1.7793,27.1605,92569673.08,7064.0,-39.1675,8.994,14156.0,5.8866,0.9737,37.2881,1.3729,11.2823
1.0,140.6854,0,0.25,-0.4082,4.0455,38505659.75,76.2187,1.7652,41.2907,-64004188.86,28863.0,-30.8367,48.1432,5433.0,1.075,1.2547,70.3308,1.7033,19.1679
1.0,119.7878,0,0.47,-0.9242,6.3405,101267970.81,85.1583,1.5407,45.1164,-197191770.77,18264.0,-37.4206,-17.1237,11682.0,1.2121,1.6615,82.2038,1.822,-4.4221
1.0,40.5805,0,0.07,0.1762,1.9955,37283730.72,350.9625,0.484,70.6155,96492985.44,13712.0,-45.6112,-4.1179,40354.0,0.1555,2.0188,240.3156,3.4032,11.7917
1.0,186.5888,0,0.6521,1.3299,8.9878,104088661.95,55.4919,1.5768,34.8932,212284691.08,7.0,-26.3676,-21.0149,22803585.0,0.9899,2.7612,53.5938,1.5359,-0.3903
1.0,47.2778,0,1.17,-1.1646,10.3554,141560002.72,224.8781,1.865,67.2931,-140833068.87,13.0,26.0954,2.8754,9302158.0,2.908,1.7225,205.7463,3.0575,14.8883
1.0,48.2951,0,0.28,0.0464,6.6631,101358089.91,240.4122,0.1368,67.4331,16733423.82,9.0,-3.1772,8.0496,40100000.0,0.0077,3.2498,207.0603,3.0706,8.6104
1.0,49.5267,0,0.6,1.0312,11.2411,241097962.57,231.7902,1.9301,63.5597,164990472.4,24.0,46.4974,26.668,6666667.0,0.4302,3.8129,174.4212,2.7442,78.377
1.0,69.5572,0,0.18,0.328,7.3132,12190353.23,147.071,0.9502,58.8351,22629417.84,80.0,2942.9979,64.4403,825000.0,0.4872,1.8461,142.9251,2.4293,36.7882
1.0,117.386,0,3.88,-4.3209,23.0124,205290146.15,86.6927,2.1015,46.0011,-229727796.35,16.0,-9.1847,-9.9827,3322938.0,4.1296,1.3849,85.189,1.8519,20.1913
1.0,43.6349,0,0.56,0.2459,6.53,15559150.25,324.9988,1.5013,56.9135,6793047.21,72.0,743.8481,97.1996,383611.0,0.9396,3.8321,132.0912,2.3209,48.2059
0.0,185.3095,0,0.51,0.2995,29.1476,54211551.61,60.1795,0.407,35.0497,31776005.02,73.0,36.4732,33.2608,1453501.0,0.0118,1.0574,53.9638,1.5396,32.6498
0.0,175.7269,0,0.07,0.4548,1.341,23590827.02,60.9729,0.7709,35.899,158790564.66,28057.0,40.8819,1.1433,12444.0,1.4701,1.5527,56.0038,1.56,6.1623
0.0,88.826,0,0.0333,0.1471,6.2219,25562870.57,180.0952,0.4236,52.1175,113059514.26,50392.0,18.7002,-6.4519,15254.0,0.2513,0.6647,108.8446,2.0884,-2.7937
0.0,101.9156,0,0.68,0.9816,21.8903,51353021.93,119.3557,0.8489,49.5256,73616630.0,14.0,-19.719,2.2252,5357143.0,0.0489,1.4723,98.1204,1.9812,-6.5443
0.0,308.3337,0,0.2463,0.1422,21.6201,398420733.04,45.8036,0.4293,23.6537,233300921.15,60379.0,33.3099,32.6146,27181.0,0.458,0.551,30.9821,1.3098,25.9714
