noncompliance,股东权益/负债合计_EquTotLia,股东类别_SHType,每股收益(元/股)_BasicEPS,每股经营活动现金流量(元/股)_OpeCFPS,营业利润/营业总收入()_OpePrTOR,净利润()_NetPrf,有形净值债务率(%)_DbTanEquRt,每股现金及现金等价物余额(元/股)_CCEPS,资产负债率(%)_DbAstRt,经营现金净流量(元)_NOCF,股东总户数(户)_SHNum,利润总额增长率(%)_TotPrfGrRt,营业收入增长率(%)_OpeIncmGrRt,户均持股数(股/户)_AvgHS,每股资本公积金(元/股)_CapSurFdPS,股东权益周转率(次)_EquRat,产权比率(%)_DbEquRt,权益乘数(%)_EquMul,营业收入3年复合增长率(%)_OperaInc3GrRt
0.0,200.3225,0,1.11,0.962,9.3763,934731956.38,56.9558,1.1406,33.2975,822555196.58,49528.0,8.217,58.7267,17264.0,3.6643,1.4247,49.9195,1.4992,10.7676
0.0,118.4187,0,0.13,0.3245,0.7047,118530518.15,90.3187,1.2997,42.0838,299160222.36,32671.0,-88.3354,23.7275,28220.0,0.9523,4.4593,72.6633,1.7266,23.2217
0.0,368.7493,0,0.51,-0.2443,8.1285,41576648.79,28.8134,3.0011,21.3334,-25920319.07,21793.0,-21.5291,38.5928,4868.0,4.594,0.9004,27.1187,1.2712,17.3423
0.0,325.6674,0,0.0257,-0.0314,1.1413,42720721.51,40.1199,0.2313,23.0022,-52224878.23,72234.0,-70.8942,77.0688,23012.0,4.228,0.6454,29.8738,1.2987,-12.1151
0.0,155.7598,1,0.372,0.3821,4.9607,428720226.09,75.266,0.0428,38.7596,440396029.54,51724.0,12.7305,-14.6827,22282.0,1.0929,2.1981,63.2909,1.6329,-1.9565
0.0,393.8483,0,2.03,1.0683,15.0414,179525617.95,26.5487,8.2389,20.2629,94808156.18,10929.0,13.4666,54.2648,8120.0,13.1433,0.8172,25.4122,1.2541,40.3443
0.0,32.5862,1,-0.39,-0.2526,-7.144,-1254217624.85,477.1968,0.0873,71.1901,-820608813.02,99410.0,-4037.345,0.7961,32682.0,2.5667,1.4312,247.1035,3.471,11.6298
0.0,325.2637,0,1.22,0.9657,10.544,53500709.81,34.3743,6.8018,23.5148,52164814.24,12239.0,-21.5843,7.3098,4414.0,11.1121,1.1279,30.7443,1.3074,12.4673
0.0,63.0189,0,0.14,0.3586,4.7877,122030252.03,1404.3281,0.7517,58.7798,311524918.39,43392.0,4.8,20.3258,20018.0,1.4603,1.3957,142.5997,2.426,27.3897
0.0,23.312,0,-0.16,0.1117,-15.5792,-401569909.65,492.2572,0.0629,81.0951,280662939.8,126265.0,48.5514,-30.9072,19899.0,0.0643,2.3769,428.9633,5.2896,-29.9527
0.0,27.4573,0,0.26,-4.2954,15.375,961016789.82,406.5693,2.2805,65.7406,-16112872190.03,43171.0,-32.188,-10.6597,86891.0,0.2074,0.7473,191.891,2.9189,-2.1123
0.0,762.5106,1,0.2691,0.7643,31.1959,140158748.67,15.8709,1.7865,9.827,398069664.62,144000.0,456.2451,68.1826,3617.0,3.0484,0.3085,10.8979,1.109,8.8279
0.0,377.6858,0,0.34,0.2448,7.9708,139363785.19,27.4893,1.0826,20.9782,102398624.27,14726.0,20.8761,45.4833,28408.0,1.0852,1.0808,26.5473,1.2655,23.4195
0.0,148.8816,0,0.19,-0.1561,4.9817,26000874.86,78.2123,0.3995,40.1758,-21565927.99,10017.0,3.6545,28.9469,13796.0,0.9297,1.3854,67.1564,1.6716,10.1314
0.0,257.1895,1,0.55,0.9702,16.0453,1471648465.0,55.3842,0.7885,26.2133,2601939265.0,32397.0,2.541,8.0455,82782.0,0.4702,0.9176,35.5258,1.3553,4.0674
0.0,56.4081,0,-0.9102,0.6125,-10.7901,-2624971644.78,227.998,0.907,60.6844,1998023583.27,292821.0,-54.4802,-52.7527,11141.0,1.9945,2.8751,154.352,2.5435,-19.0363
0.0,204.6587,0,0.1916,0.85,5.8983,107569179.71,67.7336,1.0447,32.7706,480028164.2,11593.0,-44.2329,17.1741,48716.0,2.1729,0.8556,48.7444,1.4874,15.0515
0.0,503.2197,0,1.21,1.3039,28.6788,126897669.56,20.6834,4.3879,16.5777,156465759.04,14787.0,10.35,9.2887,8115.0,3.3824,0.7876,19.872,1.1987,24.9979
0.0,141.7989,0,0.025,0.1879,1.2437,23958901.98,78.8966,0.3064,41.3567,180430253.35,91183.0,-19.2268,11.3425,10528.0,0.7012,0.9982,70.5224,1.7052,13.5307
0.0,80.0673,1,0.26,0.8572,4.463,270499406.04,135.6126,0.6507,54.386,971079921.95,29900.0,23.0655,20.4438,37887.0,1.4669,2.3463,119.231,2.1923,11.8684
0.0,8.2923,0,-0.92,2.184,-57.1877,-6416035084.38,4598.802,0.2637,92.7897,15299760639.43,177489.0,-1687.016,-19.5512,39469.0,0.1629,1.3052,1286.902,13.869,-25.9578
0.0,130.1402,0,0.14,-0.0413,5.4599,64336509.28,122.0546,0.3973,43.4691,-18536639.79,38206.0,171.2975,43.955,11751.0,2.2876,0.6997,76.8943,1.7689,14.7275
0.0,124.4216,0,1.2,0.8808,13.1441,190750857.6,84.9084,0.8052,44.2882,141468063.93,15550.0,8.4959,15.082,10329.0,3.1229,1.1802,79.495,1.795,21.4862
0.0,152.638,1,0.3151,1.0173,19.2177,723945565.17,89.8051,1.9719,38.7447,2391637916.19,70189.0,73.3083,31.2994,33494.0,0.8729,0.5735,63.2511,1.6325,5.7619
0.0,206.3212,0,1.11,0.2203,5.9398,73212739.15,51.135,3.7784,32.3181,16274663.82,10459.0,8.6987,35.5357,7064.0,7.4279,2.0174,47.7501,1.4775,15.8278
0.0,815.9075,0,1.11,0.3962,28.5797,96927462.07,12.7294,1.9618,10.8822,34446401.2,11869.0,-24.1319,0.9352,7324.0,7.6602,0.3031,12.2111,1.1221,5.9005
0.0,67.8387,0,2.55,3.5429,2.7796,591092408.59,166.8004,6.4301,55.9031,825914623.74,7402.0,42.4214,53.4282,31494.0,5.9338,9.1067,126.7734,2.2677,26.0797
0.0,107.992,0,1.07,0.719,16.9731,82148705.88,105.4275,0.7206,47.0141,55244644.14,11.0,-5.2484,17.002,6985064.0,1.3141,1.5733,88.7293,1.8873,13.5516
0.0,127.3134,1,0.49,1.5146,11.0204,906794208.2,98.4382,1.3645,43.3444,2806443620.45,42083.0,-1.3562,11.9564,44030.0,4.8197,0.6132,76.5052,1.7651,35.1585
0.0,130.9681,0,0.106,0.4985,1.8674,18457547.57,83.6305,2.075,43.3566,86808908.01,11015.0,-60.5554,30.9345,15809.0,3.8898,1.3058,76.543,1.7654,24.0671
0.0,17.5796,0,-0.5776,-0.1583,-51.9123,-682080613.84,5907.1629,0.0663,83.7597,-186962291.57,62261.0,-31.1606,-31.2631,18965.0,0.801,0.7682,515.7531,6.1575,-25.3527
0.0,123.0143,1,1.0022,1.3599,21.4214,1365126393.2,84.916,0.9885,44.8367,1994649639.76,71465.0,1547.5877,95.2525,20524.0,1.695,1.7393,81.2799,1.8128,24.8231
0.0,75.7213,0,-0.61,0.2329,-93.5806,-662423771.83,142.3701,0.1793,55.4739,253374266.14,105616.0,-272.1088,10.8029,10301.0,1.8991,0.2875,124.5873,2.2459,-18.2169
0.0,177.1786,0,-2.48,0.0202,-355.7511,-1393381409.94,100.2001,0.466,36.0631,11330149.7,26901.0,-3860.0739,-44.1817,20818.0,3.1097,0.2193,56.4043,1.564,-27.3595
0.0,117.9201,1,0.61,0.4848,10.5463,233469956.76,90.6311,1.7563,41.0384,193956694.24,21926.0,0.471,52.4117,18248.0,1.7896,1.8579,69.6019,1.696,17.8315
0.0,55.0471,0,1.5547,-14.1275,3.4467,77734254.52,200.2638,4.251,64.4088,-706372840.23,85.0,29.5111,17.2126,588235.0,3.5784,6.4919,180.9681,2.8097,16.453
0.0,670.4609,0,0.5,1.0629,19.1668,533726576.95,20.7704,2.8902,12.9625,1184978525.65,39266.0,957.1261,11.6787,28391.0,1.7315,0.4517,14.893,1.1489,-13.0462
0.0,179.2939,0,1.6125,1.8886,33.7184,4233527064.53,64.7721,1.6221,35.5343,5073234453.56,166254.0,136.3463,51.1155,16158.0,0.9371,1.2784,55.1213,1.5512,20.2619
0.0,21.3633,1,0.46,0.326,32.6603,3200009354.36,484.8179,7.9837,81.8458,2272074709.25,144223.0,31.2444,27.0226,48318.0,1.8778,0.3808,450.8371,5.5084,23.24
0.0,334.6919,0,0.79,1.0068,28.4252,44733830.57,35.1538,0.1538,22.8935,66510692.29,13946.0,19.987,24.5109,4737.0,6.6026,0.3393,29.6908,1.2969,21.4935
0.0,347.9859,0,0.44,-1.0298,5.755,98992071.37,30.958,3.7928,22.2219,-231372951.97,30737.0,-26.336,35.0305,7310.0,6.997,0.7878,28.571,1.2857,31.4562
0.0,41.9641,1,1.23,3.3371,13.1147,2932499835.0,476.7827,1.7744,63.4141,7952211906.0,191458.0,210.6235,33.9213,12447.0,2.297,3.1264,173.3295,2.7333,10.1029
0.0,212.4033,0,0.15,-0.5275,2.2022,14664978.91,60.3031,0.6966,31.3955,-52751925.3,8569.0,32.2386,72.0204,11670.0,2.2232,1.107,45.763,1.4576,10.4473
0.0,6.734,1,0.78,1.1859,25.5379,76170000000.0,1607.2296,3.3963,93.68,109557000000.0,200309.0,19.5462,11.3766,461207.0,1.3583,0.4349,1482.2876,15.8229,6.8919
0.0,31.0583,0,0.069,0.0231,1.5398,30200142.17,1580.3785,0.2816,72.9386,10102919.44,22184.0,108.6498,7.6681,19720.0,0.1477,2.2831,269.5304,3.6953,1.8561
0.0,347.3542,1,0.15,0.2127,6.7133,38925005.43,30.4643,0.4644,22.3537,55589785.89,24802.0,-45.3731,-1.2042,10538.0,0.4249,0.8098,28.7891,1.2879,8.8884
0.0,109.6071,0,2.35,2.1323,24.0946,2208337176.26,101.0736,2.2279,46.9763,2046599671.85,117817.0,331.3375,169.2565,8147.0,3.0035,2.104,88.5948,1.8859,74.707
0.0,124.167,0,2.13,1.6896,11.1415,324736841.19,94.7893,1.8146,44.4985,259183455.41,12112.0,129.0061,33.4767,12665.0,1.9587,2.278,80.1752,1.8018,14.8932
0.0,761.3061,0,-0.43,-0.4541,-39.9405,-162560791.31,15.2614,0.3446,11.3816,-169959819.51,14816.0,78.5041,10.0467,25264.0,5.0075,0.2367,12.8434,1.1284,-20.8409
0.0,594.9181,0,0.3695,-0.2464,8.5464,458050652.75,17.7097,0.4929,14.3683,-313067360.49,54861.0,26.2211,50.8113,23159.0,1.5335,1.2478,16.7792,1.1678,18.7832
0.0,154.4489,1,0.23,0.4684,13.7498,314927791.83,69.5766,0.8794,38.3888,645812332.69,84683.0,11.8515,28.9047,16282.0,2.1792,0.8035,62.3081,1.6231,17.4649
0.0,71.6127,0,-0.54,0.3925,-1.0284,-822372666.64,206.6416,0.3267,56.8828,601421995.64,116914.0,67.0961,10.4281,13106.0,3.3683,0.9502,131.9262,2.3193,-3.1933
0.0,180.4936,0,0.29,-0.0304,8.4063,205650769.59,169.9998,0.7648,34.6847,-22531399.62,60791.0,-31.9639,0.1545,12175.0,4.1334,0.5837,53.1034,1.531,4.1002
0.0,219.9736,0,1.27,2.06,12.6176,119844202.86,48.5141,7.1663,29.2114,197652364.35,11945.0,-18.078,7.0353,8032.0,8.5971,1.0388,41.2657,1.4127,3.2237
0.0,185.8134,0,0.77,0.8137,18.5479,633900939.63,60.5696,0.8729,34.9879,677519236.31,17374.0,65.5337,53.4849,47922.0,2.3842,1.0608,53.8174,1.5382,29.7014
0.0,387.891,0,1.48,0.4603,20.2601,149026182.48,26.8964,3.5474,20.4964,46447318.28,14277.0,45.7238,35.8971,7068.0,7.3614,0.6867,25.7804,1.2578,39.7689
0.0,133.6114,0,1.8167,1.094,9.2572,283398936.75,90.1315,2.9296,42.8006,171142938.9,34063.0,-36.4377,-1.4647,4593.0,6.076,1.7847,74.827,1.7483,20.8942
0.0,132.4877,0,0.66,0.9262,15.4345,291397402.01,102.7125,2.2611,31.6254,408974766.2,26542.0,23.9816,17.0729,16637.0,1.3905,1.6136,46.2531,1.4625,28.7813
0.0,356.672,0,0.43,0.0811,31.4364,61945412.84,29.6418,0.1181,21.8976,11782297.68,13624.0,1.662,8.2511,10662.0,1.7404,0.4476,28.037,1.2804,11.865
0.0,144.9092,0,0.25,0.0031,8.8273,233573840.79,82.8101,0.5237,40.8052,2871498.36,35285.0,-13.645,25.5634,26498.0,0.5635,1.0033,68.9338,1.6893,21.5528
0.0,257.6118,0,0.37,0.1511,10.51,49410912.21,44.5069,0.3995,27.9633,23163825.51,15815.0,-6.0341,15.382,9696.0,1.2773,1.063,38.8181,1.3882,9.6802
0.0,228.6449,0,-0.0898,-0.1141,-35.0341,-222076878.69,47.5664,0.0625,30.3214,-289607154.68,154451.0,72.0397,63.107,16437.0,1.5702,0.128,43.5161,1.4352,7.7093
0.0,19.6776,0,-0.1736,0.1408,-15.401,-152730862.34,10173.9556,0.192,82.5568,123834599.7,92682.0,86.1583,-7.6015,9492.0,0.7018,2.3116,473.2885,5.7329,-32.0514
0.0,643.4089,0,1.23,0.4612,8.6926,72285726.45,15.8979,9.7337,13.4515,31751658.16,13314.0,-12.2699,-7.7781,5171.0,10.0607,1.1173,15.5422,1.1554,-3.2078
0.0,111.1877,0,0.83,1.4021,3.7808,87548871.98,97.0039,1.4906,47.3292,147398332.41,10.0,18.9046,61.1732,10512820.0,0.3989,8.2093,89.8584,1.8986,26.6225
0.0,98.5348,1,-0.0751,-0.5505,-1.9462,-94344476.27,102.3734,0.1939,49.4824,-709955436.04,49859.0,-117.5281,8.5038,25866.0,0.5317,1.5286,97.9507,1.9795,17.113
0.0,416.0524,0,0.9449,1.2187,14.0002,56727353.6,24.6957,2.7646,19.3575,87792177.49,12205.0,39.9212,29.8318,5902.0,3.9349,0.9768,24.0041,1.24,14.7416
0.0,48.4044,1,-0.7488,-0.2811,-20.9523,-125157631.77,279.5437,0.0989,67.2733,-46986046.39,16568.0,66.9998,38.0024,10089.0,1.446,1.9923,205.5612,3.0556,-9.9935
0.0,529.407,0,0.35,0.1873,38.4167,413399721.42,20.2597,0.6737,15.8854,220240150.83,37310.0,1.9104,-0.1107,31511.0,0.0402,0.4458,18.8854,1.1889,11.7387
0.0,90.006,0,0.45,0.6904,13.975,25953874.89,121.7388,0.9838,52.4612,42186361.27,83.0,11.5661,-7.1534,736145.0,0.1951,1.549,110.3543,2.1035,14.097
0.0,104.4905,0,0.7775,-0.2279,10.5592,388847684.08,109.3939,0.9581,48.6288,-113413767.76,16288.0,1.4128,23.0804,30548.0,2.0482,1.3349,94.6617,1.9466,20.1883
0.0,135.7942,0,2.77,3.0285,8.8277,1852007494.47,77.6495,3.383,41.5264,2066725322.47,15554.0,64.5701,50.6887,43885.0,6.3682,2.5463,71.0173,1.7102,22.7064
0.0,49.1229,0,0.45,0.8486,5.4481,58909033.71,217.5579,5.1965,67.0588,112010991.19,28239.0,-21.8874,8.8008,4674.0,2.9981,1.2604,203.5711,3.0357,8.862
0.0,761.1688,0,0.9053,1.1356,33.5242,67900441.25,23.3517,0.7602,11.7169,85171567.31,27.0,36.8866,11.2873,2777778.0,3.2009,0.5223,13.272,1.1327,8.8001
0.0,223.9263,0,0.53,0.3601,13.7798,198855809.98,51.373,1.1692,30.6521,144045014.95,14588.0,-15.1241,0.0829,27420.0,1.544,1.639,44.2006,1.442,9.4127
0.0,1196.1409,0,1.97,0.3064,33.1539,180408690.23,8.6442,5.6255,7.7152,30639685.94,9193.0,66.98,74.2228,10878.0,6.3626,0.7905,8.3602,1.0836,26.4066
0.0,134.7743,0,1.65,0.0962,27.663,157372813.99,75.4742,1.302,42.5859,9168514.24,9438.0,49.9878,56.8692,10100.0,5.1772,0.587,74.1734,1.7417,17.1766
0.0,211.9409,0,0.3998,0.8368,16.7516,155910663.53,60.299,0.5631,30.3864,329716957.18,21886.0,27.1469,23.8097,18004.0,0.075,1.3773,43.6501,1.4365,29.8891
0.0,71.9619,0,1.8742,2.1241,14.0487,1162884346.85,201.3309,3.457,52.0593,1317918147.43,35753.0,35.9498,22.8511,17354.0,2.667,2.4825,108.5911,2.0859,23.3727
0.0,97.1189,1,0.8,-0.3385,12.6766,1157781112.14,121.5087,4.2928,49.9409,-495288570.78,196309.0,36.3691,10.2275,7453.0,5.4527,0.9219,99.7639,1.9976,7.3374
0.0,362.08,0,0.19,-0.2544,3.9041,31264033.24,30.6423,2.1782,21.5216,-44800538.43,8829.0,-64.3757,75.5947,19949.0,6.2731,0.7589,27.4236,1.2742,31.1806
0.0,66.7942,0,1.71,0.2094,4.8119,683876549.64,157.9133,4.8519,59.7199,87586956.5,21241.0,64.9477,93.8969,19689.0,3.1031,5.8439,148.2614,2.4826,43.9952
0.0,8.5743,0,-1.49,0.056,-225.5971,-1528281079.85,-2590.5061,0.0388,89.6325,57336149.76,40521.0,31.6923,-36.2866,25263.0,4.0718,0.5012,864.5522,9.6455,-33.3341
0.0,736.9276,0,-0.015,-0.3013,4.8551,-2836636.73,14.0539,0.0303,11.8804,-56652393.35,7897.0,63.5887,162.0163,23809.0,2.3189,0.2486,13.4822,1.1348,23.5321
0.0,4.9232,0,-1.6124,0.2126,-65.9481,-4013122048.58,4833.5554,0.3853,93.2484,529130863.94,52917.0,31.809,35.8716,47034.0,0.9115,0.3975,1381.1321,14.8113,-45.8817
0.0,252.5933,1,0.6958,0.9052,6.4511,491128434.89,41.1317,3.2845,28.3384,638928506.89,64546.0,0.664,13.7861,10935.0,2.8874,1.6897,39.5448,1.3954,20.2683
0.0,268.9952,1,1.0,1.7527,9.6207,157737707.74,38.3197,1.5689,26.7355,275780443.74,17882.0,44.6793,21.2431,8799.0,2.0299,1.781,36.4917,1.3649,15.2302
0.0,114.4513,0,0.28,0.4818,2.5993,283380538.7,92.4535,0.6095,46.6034,485029465.61,54459.0,-15.6365,47.7829,18487.0,1.6932,4.8497,87.278,1.8728,13.7939
0.0,144.4133,0,0.1192,-1.4049,1.4994,51606562.26,75.2497,0.6654,40.9143,-608185370.23,23215.0,-73.4977,43.4526,18647.0,1.4399,2.4042,69.2457,1.6925,11.4163
0.0,657.6972,0,0.4289,0.1451,12.0959,54063728.39,17.9438,2.1759,13.1846,18286463.85,12200.0,-50.5858,4.0929,10332.0,2.7574,0.6072,15.187,1.1519,15.6675
0.0,35.9529,1,-1.1989,0.0834,-75.3358,-1555415451.91,602.5836,0.4228,71.4827,108223441.12,59852.0,-118.4868,-6.4196,21676.0,2.1647,0.7033,250.664,3.5066,-5.9077
0.0,36.5182,1,0.97,-0.6986,51.6159,10114758795.89,282.7241,8.8026,73.2469,-6715387830.31,115463.0,51.4272,26.7991,83251.0,2.0968,0.2679,273.7883,3.7379,33.4099
0.0,172.4202,0,0.48,0.243,15.5288,175876435.87,62.4328,1.1937,36.708,97211052.94,25621.0,52.8431,19.8482,15613.0,1.0636,1.5902,57.9978,1.58,23.8394
0.0,107.3371,0,-0.1093,-0.0963,-10.1203,-73651409.5,105.1963,0.2206,46.6959,-64870938.47,74571.0,-897.9612,-22.3937,9033.0,0.2334,0.7603,87.6028,1.876,-17.9937
0.0,59.2326,1,0.1326,2.4447,7.8851,93596798.59,178.0472,0.0857,62.4872,1726257959.61,84856.0,247.2885,13.1129,8321.0,3.7978,0.5027,166.5758,2.6658,4.3951
0.0,334.6919,0,0.79,1.0068,28.4252,44733830.57,35.1538,0.1538,22.8935,66510692.29,13946.0,19.987,24.5109,4737.0,6.6026,0.3393,29.6908,1.2969,21.4935
0.0,152.787,1,0.59,0.2959,10.7607,367503158.15,71.1853,0.4004,39.559,183957606.97,2.0,422.3373,65.919,310880829.0,1.5244,2.1582,65.4506,1.6545,19.1784
0.0,182.2777,0,0.46,0.3431,10.9028,58772441.05,58.936,3.3939,35.4261,44313914.55,13175.0,-6.5913,47.968,9804.0,3.8615,0.7994,54.8614,1.5486,8.6328
0.0,28.439,1,-0.6,-0.0077,-11.375,-3147754234.0,426.3679,1.5281,71.3438,-40304011.0,87039.0,-219.0459,31.4387,60321.0,0.8181,1.6059,248.9645,3.4896,17.2388
0.0,92.8191,0,-3.91,-1.7233,-37.7051,-728766341.01,135.19,2.9222,51.8747,-321471832.9,19813.0,-367.5408,22.0962,9415.0,5.7069,1.1875,107.7911,2.0779,17.9882
0.0,288.3073,0,0.37,0.4346,16.4227,46378083.0,35.6107,0.692,25.5597,54458669.88,630.0,-35.1699,10.9175,198913.0,0.5684,0.9345,34.3359,1.3434,22.1897
0.0,115.1464,0,0.4036,0.2602,11.4396,93466719.72,91.5495,0.4591,46.1871,60267192.04,18748.0,17.4376,28.97,12353.0,1.0349,1.3597,85.8292,1.8583,25.8621
0.0,141.4151,0,0.1755,0.0482,9.8872,65971249.3,117.7593,0.9415,38.1356,18137046.05,31937.0,30.3194,26.6862,11773.0,0.393,1.6331,61.6439,1.6164,4.8748
0.0,71.7884,0,0.0532,0.4312,0.1376,21862397.55,180.45,0.2019,57.7406,177377104.97,33846.0,-72.2125,21.0025,12153.0,0.0667,1.746,136.6338,2.3663,26.4828
0.0,110.2342,0,1.28,-1.0192,17.3797,85146198.37,94.432,0.3257,47.566,-67719273.91,8.0,49.0618,44.2532,8305590.0,1.1388,1.9415,90.7159,1.9072,32.4071
0.0,61.3966,1,0.6,0.9902,11.1445,15672870591.0,574.5031,0.5177,55.4652,26072237601.0,829115.0,128.5981,31.2541,31757.0,0.9573,3.529,124.5436,2.2454,28.5383
0.0,449.2951,0,0.76,0.7586,25.9412,109008641.17,25.5477,0.9454,18.1314,121707985.74,12501.0,-11.7018,-3.7407,12834.0,4.2771,0.399,22.1469,1.2215,16.7296
0.0,111.5602,0,-1.19,-0.0398,-74.3174,-1199385526.19,236.1503,0.2288,45.933,-40076019.56,84660.0,-1929.2322,-12.4112,11902.0,3.3607,0.3525,84.9557,1.8496,3.9968
0.0,36.119,1,0.02,1.5132,-0.1024,13181925.9,832.4973,0.5726,69.8188,850968665.83,66215.0,99.8354,37.9889,8493.0,2.4006,2.563,231.3321,3.3133,-10.111
0.0,114.1182,0,0.29,-0.0955,13.4962,184982969.44,93.1759,0.7723,46.7032,-61351373.28,16027.0,-41.2855,33.6129,40081.0,0.5421,0.9695,87.6284,1.8763,19.3081
0.0,689.4684,0,0.99,0.7878,20.7086,140543197.04,15.5162,3.839,12.6577,112300559.13,14064.0,37.3406,33.6028,10135.0,4.717,0.6712,14.492,1.1449,15.0002
0.0,93.4977,0,-1.24,0.1796,-75.7667,-414035672.13,129.6297,0.1067,51.6802,59771200.62,23699.0,-62.1549,20.7615,14041.0,1.7273,0.5158,106.9545,2.0695,-15.586
0.0,19.0163,0,-1.11,1.2872,-4.9542,-416891144.98,1064.6513,1.0554,82.5256,484554212.39,10825.0,-198.3047,39.3706,34775.0,1.4911,5.1356,472.2651,5.7227,47.1891
0.0,110.8387,0,0.1817,0.2172,5.7302,314290813.1,106.9473,0.6772,47.2642,381838771.2,76039.0,390.8381,45.1948,23123.0,1.3652,1.1194,89.6244,1.8962,9.9675
0.0,82.8723,1,0.56,1.7536,2.9193,893882586.08,137.9369,5.9827,53.655,2804759467.21,53604.0,175.2326,26.6608,29838.0,3.7259,2.7719,115.7729,2.1577,1.3462
0.0,54.9346,1,0.49,0.6564,19.7772,693189000.0,-356.4475,1.4669,61.5288,936808000.0,60944.0,24.7673,34.832,23419.0,0.3069,0.6616,159.9347,2.5993,22.8294
0.0,257.8684,0,0.27,0.4359,6.1322,37641554.23,42.6266,0.7204,27.9227,61029699.86,10667.0,-12.8762,14.6111,13125.0,0.5862,1.5039,38.7398,1.3874,2.1052
0.0,301.4267,0,0.2167,0.1075,10.0892,38137789.78,34.0434,1.1651,24.9032,18916695.52,9422.0,-33.651,-3.0164,18680.0,0.7356,1.1002,33.1616,1.3316,11.0837
0.0,23.2887,1,-0.511,0.1929,-8.9384,-205737685.42,491.6333,0.5212,81.1105,77678162.48,5695.0,45.8882,24.7167,70694.0,1.2064,3.2606,429.3933,5.2939,2.2591
0.0,58.8653,0,0.0384,0.0912,1.0272,101086643.6,416.8014,0.0471,62.0505,240213213.52,39127.0,41.6048,5.38,67315.0,0.6451,4.0177,163.5079,2.6351,-1.8061
0.0,115.9742,0,0.38,0.2965,6.316,109643882.4,93.1575,0.8589,46.3252,87387644.88,22936.0,-21.0491,43.6006,12851.0,3.3499,1.1496,86.307,1.8631,17.8974
0.0,200.4974,1,-0.005,-0.1996,1.1439,-2094902.17,57.1624,1.8347,32.3409,-79374793.58,28026.0,108.5188,52.6395,14191.0,0.6378,1.113,47.7997,1.478,13.5774
0.0,402.1029,1,0.25,0.3876,24.4521,103279272.03,29.2146,2.2917,19.635,161152616.45,23527.0,18.5121,5.1216,17672.0,1.2592,0.2758,24.4323,1.2443,-33.1167
0.0,51.3318,0,1.47,1.5745,9.9729,107061769.96,218.7771,2.18,66.08,114659875.51,11.0,57.3396,74.1108,6620355.0,3.3414,2.836,194.8109,2.9481,30.5704
0.0,74.2372,0,0.51,0.4534,18.0614,23075140.69,150.6266,0.9645,57.393,16617968.3,74.0,61.5168,43.658,495270.0,0.5514,2.4248,134.7034,2.347,46.1622
0.0,80.676,0,0.136,-0.0081,3.1506,50689231.18,194.7468,1.0898,55.2847,-3030182.37,11386.0,-60.5465,33.1155,32738.0,0.6381,1.9673,123.6371,2.2364,21.5673
0.0,130.4651,0,1.28,0.9226,13.3093,57769029.71,77.7159,3.0146,43.3905,41516111.84,14.0,61.1104,50.0092,3214286.0,0.3916,2.5544,76.6489,1.7665,37.6512
0.0,375.9133,0,0.73,1.6418,18.1327,500102606.0,30.2501,2.1917,20.6304,1125382658.0,51552.0,7.6455,16.4241,13297.0,0.7659,0.3818,25.9929,1.2599,-8.3933
0.0,65.2675,0,1.18,-0.8287,10.1048,78613988.25,160.8086,2.3975,60.508,-55265206.64,5755.0,59.446,43.6446,11588.0,3.4381,2.0325,153.2155,2.5322,18.7538
0.0,104.0623,0,0.28,-0.1428,4.99,62653682.11,144.754,0.2523,45.4944,-31766344.26,11680.0,-46.519,41.566,19050.0,1.6695,1.5547,83.4673,1.8347,14.1569
0.0,219.4783,0,-0.0559,0.1578,-26.8797,-90164282.34,70.7955,0.2539,31.1833,261057240.36,102045.0,-294.5706,4.7544,16208.0,1.2472,0.1179,45.3135,1.4531,-5.5054
0.0,116.3079,0,0.2014,0.454,5.6698,41176797.32,93.2196,2.1108,46.2304,100862374.15,24151.0,16.5099,12.6733,9199.0,1.6068,1.2014,85.9787,1.8598,13.7431
0.0,311.4164,0,1.84,2.0988,27.9899,93999648.96,34.4892,3.6022,24.3063,107038623.92,7.0,47.5059,36.5809,7285714.0,2.0451,1.2151,32.1113,1.3211,16.4081
0.0,94.5845,0,0.018,0.3244,11.7969,121313712.26,115.9605,1.1373,51.2875,2211509069.55,324904.0,117.7718,39.1601,20979.0,0.4104,0.1688,105.286,2.0529,60.7471
0.0,96.3945,1,0.3571,0.114,7.4344,213398994.24,111.6519,1.4418,50.9179,68281623.96,24449.0,-48.6133,28.5755,24509.0,1.9113,1.1618,103.7403,2.0374,16.0629
0.0,217.1132,0,0.56,-0.4007,6.0639,226130146.8,50.2864,0.8043,30.5427,-163980298.86,38197.0,-73.3975,-3.6449,10714.0,0.2654,2.1236,43.9734,1.4397,46.2377
0.0,413.8362,0,2.91,2.0439,18.3596,1239320067.26,25.51,9.5866,19.4436,871689901.93,34414.0,-67.512,-35.8748,12393.0,10.6675,0.763,24.1366,1.2414,27.9291
0.0,71.3677,0,0.45,0.2731,7.4936,1312965471.12,162.5304,1.0048,57.4466,836670626.36,35515.0,-19.7732,16.8351,86259.0,0.8851,1.8756,134.9988,2.35,9.5635
0.0,23.8161,0,0.3521,2.6743,14.2738,369725727.91,473.837,2.0827,80.4999,2808019936.88,46736.0,11.9918,-3.2399,22467.0,0.9955,0.7433,412.8184,5.1282,11.0075
