,fc1.bias_0,fc1.bias_1,fc1.bias_2,fc1.bias_3,fc1.bias_4,fc1.bias_5,fc1.bias_6,fc1.bias_7,fc1.bias_8,fc1.bias_9,fc1.bias_10,fc1.bias_11,fc1.bias_12,fc1.bias_13,fc1.bias_14,fc1.bias_15,fc1.bias_16,fc1.bias_17,fc1.bias_18,fc1.bias_19,fc1.bias_20,fc1.bias_21,fc1.bias_22,fc1.bias_23,fc1.bias_24,fc1.bias_25,fc1.bias_26,fc1.bias_27,fc1.bias_28,fc1.bias_29,fc1.bias_30,fc1.bias_31,fc1.bias_32,fc1.bias_33,fc1.bias_34,fc1.bias_35,fc1.bias_36,fc1.bias_37,fc1.bias_38,fc1.bias_39,fc1.bias_40,fc1.bias_41,fc1.bias_42,fc1.bias_43,fc1.bias_44,fc1.bias_45,fc1.bias_46,fc1.bias_47,fc1.bias_48,fc1.bias_49,fc1.bias_50,fc1.bias_51,fc1.bias_52,fc1.bias_53,fc1.bias_54,fc1.bias_55,fc1.bias_56,fc1.bias_57,fc1.bias_58,fc1.bias_59,fc1.bias_60,fc1.bias_61,fc1.bias_62,fc1.bias_63,fc1.bias_64,fc1.bias_65,fc1.bias_66,fc1.bias_67,fc1.bias_68,fc1.bias_69,fc1.bias_70,fc1.bias_71,fc1.bias_72,fc1.bias_73,fc1.bias_74,fc1.bias_75,fc1.bias_76,fc1.bias_77,fc1.bias_78,fc1.bias_79,fc1.bias_80,fc1.bias_81,fc1.bias_82,fc1.bias_83,fc1.bias_84,fc1.bias_85,fc1.bias_86,fc1.bias_87,fc1.bias_88,fc1.bias_89,fc1.bias_90,fc1.bias_91,fc1.bias_92,fc1.bias_93,fc1.bias_94,fc1.bias_95,fc1.bias_96,fc1.bias_97,fc1.bias_98,fc1.bias_99,fc1.bias_100,fc1.bias_101,fc1.bias_102,fc1.bias_103,fc1.bias_104,fc1.bias_105,fc1.bias_106,fc1.bias_107,fc1.bias_108,fc1.bias_109,fc1.bias_110,fc1.bias_111,fc1.bias_112,fc1.bias_113,fc1.bias_114,fc1.bias_115,fc1.bias_116,fc1.bias_117,fc1.bias_118,fc1.bias_119,fc1.bias_120,fc1.bias_121,fc1.bias_122,fc1.bias_123,fc1.bias_124,fc1.bias_125,fc1.bias_126,fc1.bias_127
0,-0.5467923879623413,-0.7786684632301331,-0.5137608647346497,0.029701540246605873,-0.1318575143814087,0.7204006910324097,0.4416489601135254,-0.026338137686252594,-0.2285889834165573,0.10121224075555801,0.16604973375797272,0.7883187532424927,-0.010831218212842941,-0.5240861773490906,-0.043250713497400284,-0.7021940350532532,-0.36478760838508606,-0.7284594774246216,0.15054571628570557,0.397136390209198,0.5187676548957825,-0.16492660343647003,0.3070758581161499,0.22715617716312408,-0.04014965146780014,0.5918012857437134,-0.7429356575012207,-0.47330471873283386,0.02406967245042324,-1.0460222959518433,-0.5190969705581665,0.24574245512485504,-1.07668137550354,-0.049600549042224884,0.15880154073238373,-0.5600211024284363,-0.7683894038200378,-0.004783288110047579,0.2423029989004135,-0.03699294477701187,-0.7950462698936462,-0.023393891751766205,0.03696351498365402,-0.6536965370178223,-0.8245567083358765,0.32858705520629883,-0.2260325700044632,0.03309577703475952,-0.5947906970977783,-0.36788368225097656,-1.2840837240219116,0.6038483381271362,0.1774279922246933,-0.07167594879865646,-0.0727241039276123,-0.07033807784318924,-0.48650726675987244,-1.0940401554107666,-0.0032596979290246964,-0.18541111052036285,-0.30437740683555603,0.8831644058227539,-0.018634133040905,-0.1064893826842308,0.27479279041290283,-0.3798673152923584,-1.1341116428375244,-0.4315478503704071,-0.4944864809513092,-1.4363834857940674,0.10244147479534149,-1.1278674602508545,-0.08734161406755447,-1.0001527070999146,-0.10381712019443512,-0.8466523885726929,0.6880236864089966,-0.25030097365379333,0.5269856452941895,0.28160619735717773,0.5115835070610046,0.08838166296482086,-1.1300644874572754,0.2092876434326172,-0.45622900128364563,0.9502054452896118,-0.04849186912178993,-0.6581335067749023,-0.427590012550354,-0.8939878344535828,-0.13772544264793396,0.06564311683177948,0.5604532957077026,0.2541447877883911,-0.4224794805049896,-0.2793128192424774,-0.19498315453529358,-0.7921838164329529,0.23965862393379211,-0.14785780012607574,0.00024570449022576213,0.4320017099380493,-0.026912976056337357,0.8066227436065674,-0.11900065839290619,0.20111756026744843,-0.37851640582084656,0.16852208971977234,-1.0125404596328735,0.296692818403244,0.2452944964170456,-0.44300752878189087,-0.49405747652053833,-0.7491430044174194,-0.30041515827178955,0.03694814071059227,-0.04104620963335037,-0.10285107046365738,-0.09543361514806747,-0.011650667525827885,-0.6396177411079407,-0.5601826906204224,-0.2605728209018707,-0.794419527053833,-0.6233646273612976,-0.039012376219034195,-0.024426108226180077,0.5904237031936646
