,fc3.bias_0,fc3.bias_1,fc3.bias_2,fc3.bias_3,fc3.bias_4,fc3.bias_5,fc3.bias_6,fc3.bias_7,fc3.bias_8,fc3.bias_9
0,-0.395087331533432,-2.1196181774139404,-0.5757936835289001,0.9238932728767395,0.45585936307907104,-0.659389078617096,-1.9667397737503052,-2.2941179275512695,3.4294843673706055,0.6447181701660156
