,fc3.weight_0,fc3.weight_1,fc3.weight_2,fc3.weight_3,fc3.weight_4,fc3.weight_5,fc3.weight_6,fc3.weight_7,fc3.weight_8,fc3.weight_9
22,-0.3884935677051544,-0.028190558776259422,-0.1470327377319336,-1.0161634683609009,0.5152308940887451,-0.4746069610118866,-0.04314304143190384,-0.46950751543045044,-0.32483789324760437,-0.34172606468200684
23,-0.6536737084388733,0.0469730980694294,-0.32568883895874023,0.4675401747226715,-0.6182481646537781,-0.24284660816192627,-1.3938909769058228,-0.08908140659332275,-0.05642891302704811,0.09003646671772003
24,-0.3645961880683899,-0.39101868867874146,0.14977259933948517,-0.041979800909757614,0.25859931111335754,-0.16944947838783264,-0.6107596755027771,-0.08109544962644577,0.32733312249183655,-0.14156514406204224
25,-0.5586519837379456,-0.4844091534614563,0.08490151911973953,-0.7682923674583435,0.284123957157135,-0.3350018858909607,-0.15657629072666168,0.35548079013824463,-0.3113679587841034,-0.28646746277809143
26,-0.22454403340816498,-0.7966611385345459,0.22750350832939148,0.09041819721460342,-0.2179039865732193,-0.5132531523704529,-0.011759775690734386,-0.44136714935302734,0.2401420921087265,0.10937254875898361
27,-0.3186711072921753,-0.6244053840637207,0.3459089696407318,-0.13933396339416504,-0.22551921010017395,-0.7054236531257629,-0.9875826835632324,0.163751021027565,0.08557412773370743,-0.6129587888717651
28,0.7102161645889282,-0.3565845489501953,-0.08201084285974503,-0.1264348030090332,-1.0265909433364868,-0.32189854979515076,-0.11008255928754807,-0.13349507749080658,0.22506652772426605,-0.044563330709934235
29,-0.3409176468849182,-0.6580804586410522,-0.02783447504043579,0.19977889955043793,-0.8361354470252991,-0.1580011397600174,-0.772185742855072,-0.4121226370334625,0.17121469974517822,-0.1608535200357437
30,-0.06556113809347153,0.13450805842876434,-0.3289695978164673,-0.09972603619098663,-0.957312285900116,-0.3054923117160797,-0.4240506887435913,0.28924861550331116,0.24142912030220032,-0.49497729539871216
31,-0.18671464920043945,-0.7438802123069763,-0.05826378986239433,0.33622345328330994,-0.5572407245635986,-0.148793026804924,0.09367528557777405,-0.920782208442688,-0.35710325837135315,-0.6852418184280396
32,-0.31832191348075867,-0.6212797164916992,0.07389400154352188,0.36299532651901245,-0.3373219668865204,-0.03886949270963669,-0.9273601174354553,0.3012562394142151,-0.08785657584667206,-0.5833806991577148
33,-0.33852633833885193,0.022631943225860596,-0.11774692684412003,-0.33902445435523987,-0.2878134846687317,-0.5113216042518616,-0.11855300515890121,-0.7872499823570251,0.28619155287742615,-0.0733732134103775
34,-0.5966258645057678,-0.6083187460899353,0.1555587500333786,0.038101498037576675,0.005131107289344072,0.19120687246322632,-0.6579095125198364,-0.5371842384338379,-0.380392849445343,0.11020924896001816
35,-0.13668511807918549,-0.044433850795030594,-0.12471086531877518,0.06356064975261688,0.01698225364089012,-0.02368631213903427,-0.09769904613494873,-0.021753035485744476,0.03921772539615631,0.11460980027914047
36,-0.29430466890335083,-0.12755262851715088,-0.6346739530563354,-0.7271979451179504,0.14037923514842987,0.1835930049419403,-0.7510414719581604,0.3287718594074249,-0.37595134973526,-0.1969849020242691
37,-0.2309599369764328,0.1356229931116104,-0.25137966871261597,0.1232319250702858,-0.4807190001010895,-0.6613636612892151,0.1850186586380005,-0.5787613987922668,0.18224316835403442,-0.7369204163551331
38,-0.31662192940711975,0.2813401222229004,0.0008817589841783047,-0.19534426927566528,-0.14834195375442505,0.18425236642360687,0.25948861241340637,-0.7360982894897461,-0.4634234607219696,-0.35548850893974304
39,0.0022183211985975504,-1.2512556314468384,-1.0604609251022339,-0.010835221037268639,-0.22398218512535095,-0.2651367485523224,-0.7615339159965515,-0.26811760663986206,-0.013722524046897888,0.1100386455655098
40,-0.5166105031967163,-0.7474011182785034,-0.5104374885559082,-0.3657867908477783,-0.5742029547691345,0.2220991849899292,0.2761208117008209,0.2707538306713104,0.20981863141059875,-0.6019595861434937
41,-0.6984961628913879,-0.6744362711906433,-1.0523040294647217,-0.46191632747650146,0.2714299261569977,-0.5132984519004822,-0.33203649520874023,0.20550912618637085,-0.22168248891830444,-0.008525324054062366
42,-0.4683253765106201,0.11243802309036255,-0.1220085620880127,0.3042950928211212,-0.9475539922714233,0.2547025680541992,-0.9398744106292725,-0.4608646631240845,-0.42395469546318054,-0.03892499580979347
43,-0.1798064410686493,-1.2385189533233643,0.3769879639148712,-0.13124671578407288,-1.2569670677185059,-0.32759901881217957,-0.699108362197876,-0.7206494212150574,0.029756968840956688,-0.19735625386238098
44,-0.24803288280963898,-0.2744026184082031,-0.3603968322277069,-0.4176199436187744,0.16121362149715424,-0.4622460901737213,-0.6635209918022156,-0.48002204298973083,-0.35734277963638306,0.20849119126796722
45,0.0436682254076004,-0.36202555894851685,-0.9732378125190735,-0.31073614954948425,-0.14455898106098175,0.45352625846862793,0.13158835470676422,0.04006156697869301,-0.25734958052635193,-0.15404529869556427
46,-0.4217252731323242,-0.5566896200180054,-0.2504931688308716,0.047520846128463745,-0.4988360106945038,0.19275876879692078,-0.5936279892921448,-0.6094411611557007,0.047167934477329254,0.33033332228660583
47,0.28731924295425415,0.1829969882965088,0.4799189567565918,-0.31513306498527527,-0.6898002028465271,-0.24202194809913635,-0.24426358938217163,-0.29150381684303284,0.039188988506793976,-0.6637645959854126
48,-0.4587780237197876,-0.02173316478729248,-0.5317422151565552,-0.4795963168144226,-0.0650443285703659,0.21851348876953125,0.20648516714572906,-0.7226869463920593,0.2854551672935486,-0.002098981523886323
49,-0.5593650341033936,-0.9509256482124329,-0.7569813132286072,-0.27587661147117615,-0.44864824414253235,-0.5537660121917725,-0.5404891967773438,-0.2284197360277176,0.1545008420944214,0.001169494236819446
50,-0.6850160360336304,0.13815508782863617,-0.5763953328132629,-0.07502022385597229,-0.29810741543769836,-0.07323987782001495,0.06523440033197403,-1.5550090074539185,0.28047820925712585,-0.48279234766960144
51,0.2654227316379547,0.3053402006626129,-0.5241712331771851,-0.19301217794418335,-0.2729531526565552,-0.1802164763212204,-0.2515561282634735,0.47902122139930725,-0.5698454976081848,-0.33491945266723633
52,-0.4526911973953247,0.2840990722179413,-0.1598018854856491,-0.8868317008018494,-0.14000992476940155,-0.1766810119152069,0.26533788442611694,-0.753721296787262,-0.4070127308368683,0.22626011073589325
53,0.32607290148735046,-1.834612250328064,-0.47205352783203125,0.008278599008917809,-0.421335369348526,-0.13636362552642822,-0.4986764192581177,-0.12831233441829681,-0.23982036113739014,0.11947719752788544
54,-0.36341074109077454,-0.050248436629772186,0.3821961283683777,0.048987120389938354,-0.5854059457778931,-0.08845740556716919,-0.9253276586532593,0.3408842980861664,-0.3899288475513458,-0.5225729942321777
55,-0.26599329710006714,-1.492313027381897,-0.4302230477333069,0.04347510635852814,-0.17495431005954742,0.1861981302499771,0.16709280014038086,-0.7067171931266785,-0.5832817554473877,-0.41684937477111816
56,-0.5239183902740479,-0.24284812808036804,-0.7956689596176147,0.10232629626989365,-0.020469119772315025,-0.32856231927871704,-0.8830058574676514,0.20335058867931366,-0.5469484925270081,0.04467053711414337
57,0.18577781319618225,-0.6090772151947021,-0.19473117589950562,-0.9605301022529602,-0.45822834968566895,-0.16636136174201965,-0.6282680630683899,0.16742941737174988,0.2684832215309143,-0.34769171476364136
58,0.2266051024198532,-0.7429508566856384,-0.028401628136634827,-0.6676681637763977,-0.9363492727279663,0.12456492334604263,-0.2970479428768158,-0.46540290117263794,-1.115990161895752,-0.04689296334981918
59,0.011082557030022144,-0.33826521039009094,0.14254657924175262,-0.25124022364616394,-0.1661503165960312,-0.4770699739456177,0.2058662623167038,-0.5120503306388855,-0.21574896574020386,0.19624149799346924
60,-1.3919086456298828,0.1449795961380005,-0.8204348683357239,-0.21081656217575073,-0.3025311827659607,0.12755918502807617,-0.1943812370300293,0.0059180064126849174,-0.39258426427841187,0.07844027131795883
61,-0.45606839656829834,0.27049732208251953,0.21287745237350464,-0.27903518080711365,0.0869651585817337,-0.34282800555229187,-0.36230549216270447,-0.2294793277978897,-0.07116188108921051,-0.3522888720035553
62,-1.0362203121185303,-0.09114779531955719,-0.1236153095960617,0.09910611808300018,-0.35565415024757385,0.013318358920514584,-1.0865322351455688,0.30444273352622986,-0.06620907783508301,0.19175750017166138
63,-0.07348871976137161,-0.8160930871963501,0.03899698331952095,0.3831501007080078,0.29389628767967224,-0.14240673184394836,0.07703680545091629,-0.6290022730827332,-0.6410117745399475,-0.23695527017116547
