city,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2023-11,2023-12,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12,2025-01,2025-02,2025-03,2025-04
南京,100,100.7,101.4049,101.3034951,101.3034951,101.1008881,100.9997872,100.7977876,100.6969899,100.0928079,99.39215826,98.69641316,98.20293109,98.00652523,97.71250565,97.51708064,97.51708064,97.80963188,98.29868004,98.59357608,98.79076324,98.98834476,99.2853098,100.0795923,101.2805474,103.3061583,105.2689753,107.2690859,108.663584,109.967547,110.9572549,112.0668275,113.1874957,114.2061832,115.0056265,115.6956602,116.1584429,116.5069182,117.2059597,117.5575776,117.7926928,117.0859366,115.7979913,114.2926174,113.2639839,112.6976639,112.6976639,112.4722686,112.4722686,112.1348518,112.3591215,112.6961989,113.1469837,113.7127186,114.8498458,116.2280439,117.0416402,118.5631815,120.2230661,121.6657429,124.7073865,128.0744859,132.5570929,138.389605,144.0635788,149.8261219,155.2198623,161.5838767,167.5624801,171.5839796,171.9271476,171.7552205,171.41171,171.2402983,170.8978177,170.3851243,170.044354,170.044354,169.8743097,169.534561,169.534561,169.3650265,169.0262964,169.1953227,168.6877367,168.519049,168.0134919,167.6774649,167.34211,167.0074257,166.8404183,166.8404183,167.50778,167.8427955,170.3604375,170.190077,171.5515977,171.5515977,171.7231492,172.581765,173.9624191,174.1363815,176.2260181,175.8735661,177.2805546,177.6351157,177.4574806,177.4574806,177.6349381,177.4573031,177.8122177,181.0128377,183.1849917,185.0168416,185.2018585,185.2018585,185.2018585,185.9426659,186.1286086,186.3147372,186.6873667,187.6208035,189.1217699,190.2565005,191.7785525,193.312781,194.0860321,194.2801181,194.6686784,194.6686784,193.695335,194.276421,194.4706974,195.8319923,196.2236563,195.242538,194.0710827,194.8473671,195.4319092,196.2136368,195.4287823,194.4516384,195.0349933,194.8399583,194.8399583,195.4244782,196.4016005,197.3836085,196.7914577,196.3978748,196.2014769,195.416671,193.8533377,192.4963643,190.5714007,188.2845438,187.3431211,185.2823468,183.0589586,181.594487,179.5969476,177.4417842,176.1996917,176.7282908,176.7282908,175.6679211,175.843589,176.8986505,178.1369411,179.0276258,179.2066534,178.4898268
杭州,100,100.9,100.7991,100.8998991,100.8998991,100.8998991,100.7989992,100.7989992,100.6982002,100.2954074,99.99452118,99.29455953,99.19526497,98.89767918,94.34838593,91.04619243,90.49991527,91.04291476,91.31604351,91.68130768,91.9563516,91.68048255,91.58880207,91.86356847,92.69034059,93.52455366,94.6468483,95.97190418,96.73967941,97.7070762,98.48873281,99.57210887,100.8665463,101.6734787,102.2835195,102.3858031,102.2834172,102.2834172,102.2834172,101.5674333,100.1454893,98.34287045,95.88429869,93.87072842,92.74427968,92.28055828,91.91143605,91.63570174,91.36079463,90.99535145,90.5403747,90.9025362,91.44795141,92.63677478,93.47050576,94.1247993,94.68954809,95.25768538,95.92448918,97.07558305,97.94926329,99.22260372,101.5047236,104.5498653,107.1636119,108.8782297,111.4913072,115.1705204,121.504899,125.3930558,124.8914836,124.8914836,124.8914836,124.6417006,124.890984,124.890984,124.516311,124.7653437,124.7653437,124.515813,124.1422655,124.1422655,124.0181233,124.0181233,124.0181233,123.8941051,124.2657875,124.3900532,124.3900532,125.1363936,126.1374847,126.8943096,127.1480982,128.6738754,129.5745925,130.9999131,131.5239127,132.1815323,132.7102584,134.037361,135.1096599,136.5958661,137.2788455,137.2788455,137.5534032,137.2782964,137.1410181,137.5524411,137.9650984,137.8271333,139.6188861,140.875456,141.8615842,143.5639233,143.8510511,144.4264553,144.4264553,144.4264553,144.1376024,143.7051896,143.8488948,144.1365926,144.8572755,145.5815619,146.4550513,147.6266917,148.3648251,149.2550141,149.8520342,150.4514423,151.2036995,151.959718,152.4155972,153.0252595,154.0964364,155.021015,155.641099,157.19751,158.2978926,158.9310842,159.5668085,160.0455089,161.1658275,161.649325,162.2959223,162.6205141,162.9457551,163.1087009,163.4349183,164.088658,164.088658,164.2527466,164.4169994,164.9102504,165.5698914,165.2387516,164.7430353,164.4135493,164.4135493,163.5914815,162.6099326,162.1221028,161.6357365,161.4741008,160.5052562,159.8632352,161.3020043,161.9472123,162.4330539,162.2706209,163.081974,163.7343019
宁波,100,100.5,99.897,100.296588,100.5974778,100.6980752,100.395981,100.395981,100.295585,99.89440269,99.29503628,98.7985611,98.60096398,98.50236301,96.82782284,94.69761074,93.08775135,92.8084881,92.25163717,91.88263062,91.69886536,91.42376877,91.42376877,91.42376877,91.97231138,93.16795143,93.35428733,93.91441305,94.57181394,95.42296027,95.32753731,95.99483007,96.85878354,97.24621868,97.73244977,98.22111202,98.61399647,98.90983846,98.90983846,98.71201878,98.11974667,96.54983072,95.19813309,94.53174616,94.05908743,93.58879199,93.21443682,92.74836464,92.56286791,92.2851793,92.19289413,92.37727991,93.02392087,93.5820644,94.23713885,94.80256168,95.18177193,95.46731724,96.04012115,96.32824151,96.80988272,97.39074202,98.94899389,100.0374328,101.237882,101.8453093,102.6600718,103.8919926,105.9698325,107.4534102,108.0981306,107.9900325,107.6660624,107.8813945,108.7444457,109.7231457,111.0398234,112.0391818,112.3752994,112.60005,112.4874499,112.7124248,113.0505621,113.3897138,114.1834418,114.4118087,114.7550441,116.0173496,116.5974363,116.9472286,117.9997537,120.3597488,120.720828,120.720828,120.720828,120.4793864,121.3227421,122.0506785,123.393236,124.1335954,125.4990649,126.5030575,127.3885789,128.7898532,129.4338025,129.8221039,129.8221039,130.3413923,131.1234407,130.8611938,131.2537774,131.2537774,133.0913303,134.1560609,134.6926851,135.6355339,136.0424405,136.178483,136.178483,135.906126,136.5856566,137.2685849,138.3667336,139.196934,139.7537217,140.5922441,141.1546131,141.5780769,141.5780769,141.4364988,141.0121893,140.4481406,141.0099331,141.9970027,142.1389997,141.7125827,141.2874449,141.4287324,141.1458749,141.5693125,141.8524511,142.4198609,142.5622808,142.8474054,143.7044898,144.9978302,145.8678172,146.1595528,146.744191,147.1844236,146.5956859,146.3024945,146.741402,145.4207294,144.8390465,144.4045294,143.8269112,143.2516036,142.392094,139.8290363,138.0112588,135.8030787,134.8524571,133.9084899,133.105039,131.6408835,131.9041653,132.5636861,133.3590683,133.7591455,134.294182,134.294182
合肥,100,100.6,100.6,101.0024,100.6993928,100.6993928,100.8000922,100.8000922,100.8000922,100.6992921,100.3971942,99.99560545,99.89560984,99.79571423,99.5961228,99.49652668,99.39703015,99.29763312,99.49622839,99.59572462,99.49612889,99.79461728,100.0940011,100.5944711,101.198038,102.4124144,103.2317137,104.0575674,104.9940856,105.8340382,106.8923786,107.6406253,108.286469,108.8279014,110.1338362,111.3453084,112.0133802,112.4614338,112.6863566,112.9117293,112.9117293,112.4600824,111.5604018,110.7794789,109.4501252,109.2312249,109.2312249,109.1219937,108.9037497,108.5770385,108.2513074,108.2513074,108.3595587,108.4679182,108.9017899,108.7928881,108.7928881,109.2280597,109.883428,110.4328452,112.0893378,114.6673926,119.9420927,126.8987341,133.3705695,139.9057274,145.7817679,152.7792928,159.8071403,162.2042474,162.0420431,161.717959,161.5562411,161.2331286,161.3943617,161.2329674,160.9105014,161.0714119,161.5546262,161.3930715,161.2316785,161.2316785,161.3929102,161.3929102,161.2315172,160.7478227,160.7478227,160.426327,160.7471797,160.9079269,161.8733744,164.4633484,165.9435186,166.9391797,167.6069364,168.2773641,169.2870283,170.6413246,171.6651725,172.3518332,172.524185,173.2142818,174.2535675,175.647596,175.4719484,174.9455326,174.420696,174.7695374,175.4686155,175.4686155,175.6440841,174.7658637,174.5910978,175.8132355,176.5164885,177.0460379,178.1083142,178.9988557,180.0728489,181.3333588,182.965359,184.0631512,185.3515932,186.2783512,186.6509079,187.0242097,187.2112339,187.5856564,188.335999,188.147663,187.58322,187.9583865,187.7704281,186.4560351,185.710211,185.5245007,185.7100252,186.6385754,187.9450454,188.5088805,189.8284427,190.9674134,191.1583808,190.9672224,192.3039929,192.8809049,193.4595476,193.6530072,194.0403132,193.8462729,193.2647341,192.8782046,192.6853264,193.070697,192.6845557,192.2991865,191.1453914,190.5719553,190.1908113,188.8594757,188.2928972,186.974847,185.1050985,183.9944679,182.5225121,181.7924221,180.7016676,180.3402642,180.159924,180.5202438,180.8812843,181.4239282
福州,100,101.5,101.8045,102.3135225,102.211209,102.1089978,102.1089978,102.2111068,102.3133179,102.3133179,102.2110046,102.1087936,101.904576,101.7007668,101.4973653,101.4973653,101.2943705,101.2943705,102.0034311,102.3094414,102.3094414,102.207132,102.4115463,103.5380733,104.3663779,106.2449727,107.6261573,109.3481758,109.7855685,112.4204222,113.0949447,113.6604194,114.7970236,115.2562117,116.7545425,117.3383152,118.2770217,118.7501298,119.1063802,119.1063802,118.9872738,118.1543629,116.3820474,114.9854629,112.9157245,111.7865673,111.2276344,111.0051792,110.4501533,109.6770022,109.6770022,109.5673252,109.5673252,110.0055945,110.2256057,110.3358313,110.6668388,110.9988393,111.9978289,113.1178072,114.362103,115.9631725,118.2824359,121.830909,123.9020345,125.3888589,127.5204695,133.0038497,139.787046,143.4215092,144.7123028,144.1334536,143.7010532,143.7010532,143.5573521,143.2702374,143.2702374,143.1269672,142.8407133,142.4121911,141.8425424,141.8425424,142.1262274,141.841975,141.841975,141.700133,141.1333325,140.9921992,139.441285,142.5089932,144.3616101,147.5375656,149.1604788,150.6520836,153.6651252,154.1261206,154.2802467,154.434527,155.0522651,156.137631,157.5428696,158.0154982,158.8055757,159.7584092,160.3974428,160.7182377,160.8789559,160.557198,159.754412,160.7129385,161.3557903,162.1625692,162.9733821,163.9512224,164.6070273,165.1008483,165.5961509,165.761747,166.5905558,167.7566897,168.7632298,169.2695195,170.9622147,171.987988,172.8479279,173.7121675,174.233304,174.5817707,174.5817707,174.2326071,173.5356767,173.7092124,174.4040492,174.9272614,173.8776978,172.8344316,172.4887627,173.006229,173.6982539,172.8297627,171.6199543,170.7618546,170.249569,169.9090699,170.248888,170.7596347,171.4426732,171.7855586,171.9573441,171.6134294,170.9269757,170.4141948,169.5621238,168.5447511,167.8705721,166.8633486,166.1958952,165.032524,164.7024589,163.8789466,162.567915,161.4299396,159.6542103,156.6207803,154.4280894,153.3470928,152.8870515,153.0399385,153.3460184,153.1926724,153.3458651,153.6525568
厦门,100,101.4,101.7042,102.1110168,102.1110168,102.0089058,102.0089058,102.0089058,102.0089058,102.0089058,101.804888,101.6012782,101.4996769,101.2966776,101.0940842,100.891896,100.6901122,100.7908024,101.1939656,101.2951595,101.3964547,101.4978511,101.7008469,102.3110519,103.9480288,105.7151453,107.9351633,109.7700611,111.1970719,112.976225,115.461702,116.616319,118.2489475,118.8401922,119.315553,119.6734996,121.1095816,121.9573487,122.6890928,123.1798492,123.4262089,123.5496351,123.7967343,124.0443278,124.0443278,123.4241062,122.9304097,122.3157577,122.1934419,122.0712485,122.4374622,122.6823372,122.8050195,123.1734346,123.6661283,124.4081251,125.6522063,127.285685,128.8131132,130.4876837,133.0974374,134.827704,142.1084001,149.6401453,157.8703533,165.2902599,172.8936118,179.6364627,184.8459201,185.7701497,185.3986094,185.2132108,184.8427844,184.6579416,188.1664425,188.1664425,188.7309418,189.4858656,189.8648373,189.8648373,189.6749725,189.2956225,189.6742138,189.2948653,188.7269807,188.5382538,188.1611772,188.7256608,190.801643,190.801643,190.801643,190.6108414,190.6108414,190.4202306,189.4681294,188.7102569,188.1441261,188.5204144,189.6515369,190.7894461,191.3618144,192.8927089,195.5932069,197.1579525,196.5664787,195.1905133,194.8001323,195.9689331,196.3608709,196.3608709,196.3608709,196.1645101,197.1453326,199.1167859,200.5106034,201.3126459,202.5205217,202.9255628,203.737265,204.9596886,205.5745677,206.396866,207.0160566,207.4300887,209.2969595,210.7620382,211.6050863,212.4515067,213.0888612,213.5150389,212.2339487,212.6584166,211.8077829,210.748744,210.1164978,209.0659153,208.2296516,209.2707999,208.4337167,207.1831144,206.561565,205.1156341,204.7054028,204.5006974,203.8871953,204.0910825,205.1115379,205.3166495,204.9060162,204.2912981,203.2698416,202.6600321,201.4440719,201.0411838,200.0359778,197.8355821,196.2528974,194.8791272,193.7098524,191.1916243,189.0885164,185.4958346,183.0843888,181.2535449,179.0785024,179.4366594,180.3338427,180.8748442,181.055719,181.4178305,181.4178305,181.5992483
南昌,100,101,101,101.202,101.505606,101.8101228,101.8101228,101.8101228,101.7083127,101.4031878,100.7947686,100.19,99.98962002,99.98962002,99.98962002,99.28969268,99.48827206,99.68724861,100.0859976,100.5864276,100.7876004,100.9891756,100.9891756,101.5951107,101.899896,103.5302944,105.2903094,106.1326318,107.1939582,108.4802857,109.0226871,109.7858459,110.7739185,111.438562,111.7728777,112.3317421,112.5564056,112.8940748,113.0069689,113.0069689,112.7809549,112.2170502,111.0948797,109.5395513,108.2250767,106.9263758,106.4986703,106.1791743,106.1791743,105.4359201,105.2250482,105.1198232,105.3300628,105.540723,105.540723,105.7518044,106.1748116,106.5995109,107.0259089,107.7750903,107.7750903,109.0683914,110.7044172,112.2542791,113.9380933,115.3053504,117.3808467,119.2589402,122.1211548,123.4644875,123.834881,123.3395414,123.3395414,124.0795787,125.6926132,126.5724615,127.8381861,127.9660243,128.4778884,129.6341894,130.023092,130.2831381,131.064837,131.064837,130.9337721,130.6719046,131.455936,131.8503038,132.773256,134.8976281,137.3257854,139.2483464,140.3623331,140.9237825,142.7557916,143.4695706,144.0434489,144.1874923,145.0526173,146.2130382,146.9441034,147.0910475,147.8265027,148.4178088,149.3083156,149.1590073,148.2640532,148.4123173,148.8575543,148.8575543,148.4109816,149.3014475,149.7493518,150.0488505,150.3489482,149.8979014,150.0477993,149.4476081,148.8498177,149.5940667,150.0428489,150.1928918,150.7936634,151.5476317,151.5476317,151.5476317,152.0022746,152.1542768,152.0021226,151.5461162,150.9399317,150.7889918,151.2413588,151.8463242,152.4537095,153.2159781,153.369194,152.4489789,153.6685707,153.8222393,154.283706,154.1294223,153.9752929,153.513367,153.9739071,154.4358288,155.3624438,156.139256,156.763813,156.9205768,156.4498151,155.667566,154.7335606,154.1146264,152.8817094,151.8115374,150.293422,149.6922484,149.0934794,148.6461989,147.9029679,147.1634531,146.2804724,145.2565091,143.3681744,142.7947017,142.651907,142.3666032,141.9395034,142.3653219,142.6500526,142.0794524
济南,100,100.4,100.902,101.40651,101.609323,101.914151,101.914151,101.5064944,101.6080009,101.0999609,100.897761,100.5950677,100.4944726,100.5949671,100.3937771,99.79141448,99.69162306,99.69162306,99.89100631,100.0907883,100.1908791,100.29107,100.3913611,100.7929265,101.5992699,102.5136633,103.4362863,104.5740855,105.20153,105.7275376,106.784813,107.8526611,108.4997771,109.042276,109.6965296,110.2450123,110.6859923,111.2394223,111.68438,111.68438,111.2376425,110.458979,109.1334712,107.7147361,106.9607329,106.4259293,106.0002256,105.6822249,105.3651782,105.1544479,104.944139,104.944139,105.2589714,105.3642304,105.1535019,105.3638089,105.5745365,105.9968347,106.2088283,106.5274548,106.7405097,107.3809528,108.3473814,109.5392025,110.6345946,111.5196713,112.5233484,116.1240955,122.1625485,126.3160751,127.705552,127.3224353,127.1951129,127.1951129,127.9582835,128.4701167,129.1124673,129.3706922,129.5000629,129.1115627,128.3368933,128.0802195,127.9521393,128.3359957,128.9776757,128.848698,129.1063954,129.2355018,129.7524438,134.4235318,138.4562378,142.3330124,144.1833416,145.192625,147.6608996,148.6945259,149.289304,150.1850398,151.3865202,152.9003854,153.5119869,153.9725229,154.4344404,154.1255715,153.5090693,151.9739786,150.9101607,149.7028794,148.954365,148.6564563,148.0618305,148.0618305,148.8021396,149.2485461,149.3977946,148.8002034,148.8002034,148.502603,148.0570952,147.9090381,148.2048562,148.7976756,149.541664,150.7379973,152.2453773,154.5290579,155.6107613,156.5444259,157.1706036,156.5419212,155.7592116,155.7592116,155.9149708,156.0708858,156.5390984,156.2260202,157.0071503,157.4781718,158.1080845,158.4243006,158.8995735,159.0584731,158.8994146,158.7405152,158.4230342,159.8488415,160.9677834,161.9335901,163.0671252,163.3932595,163.5566527,163.3930961,162.9029168,162.7400139,162.4145338,161.7648757,161.441346,160.7955806,160.1523983,159.8320935,158.8731009,157.9198623,157.130263,155.8732209,153.0675029,151.9960304,151.6920383,151.5403463,151.2372656,151.6909774,152.1460503,152.1460503
青岛,100,99.6,99.9984,100.498392,100.7998872,101.001487,101.2034899,101.1022864,101.2033887,101.0009819,100.697979,100.2951871,99.99430152,99.79431292,98.59678116,96.92063588,96.82371525,96.82371525,96.63006782,96.53343775,96.147304,96.147304,96.147304,96.62804052,97.3044368,98.66669892,99.65336591,100.4505928,101.4550988,102.3681946,103.1871402,104.528573,104.9466873,105.4714208,105.9987779,106.6347705,107.2745792,107.5964029,107.7039993,107.8117033,107.7038916,107.0576682,105.7729762,104.6094735,103.1449409,101.5977667,100.5817891,99.67655297,98.9788171,98.18698656,97.59786464,97.30507105,97.11046091,97.20757137,97.40198651,97.40198651,97.30458453,97.20727994,97.01286538,97.30390398,97.59581569,97.6934115,98.76803903,99.9532555,100.7528815,101.256646,101.9654425,104.1067168,108.9997325,110.416729,110.6375624,110.4162873,110.5267036,110.747757,111.7444868,112.0797203,112.5280392,112.8656233,113.3170858,113.657037,113.7706941,114.1120061,114.6825662,114.9119313,115.0268432,115.0268432,115.4869506,115.6024376,117.9144863,120.744434,123.1593227,125.1298718,125.6303913,126.3841737,128.6590888,130.2029979,130.9842158,131.3771685,132.0340543,132.5621905,133.4901259,133.7571061,134.6934059,135.3668729,135.5022398,135.2312353,135.2312353,135.636929,135.7725659,135.7725659,135.0937031,135.7691716,136.1764791,137.265891,137.8149545,138.9174742,139.6120615,139.3328374,139.1935046,139.6110851,139.8903073,140.3099782,141.0115281,141.9986088,143.1345976,144.1365398,145.5779052,146.7425285,146.7425285,146.4490434,146.0096963,145.8636866,145.2802318,145.2802318,145.8613528,146.0072141,146.2992285,147.1770239,146.8826699,147.3233179,147.1759946,146.8816426,146.5878793,147.0276429,147.6157535,148.3538323,149.0956014,149.3937926,149.841974,149.991816,149.8418242,149.5421405,148.7944298,148.496841,147.7543567,146.5723219,145.5463156,145.1096767,144.6743477,143.5169529,142.5123342,141.3722355,140.3826299,139.5403341,138.5635518,137.7321705,137.4567061,137.8690762,138.0069453,138.0069453,138.2829592,138.4212422
郑州,100,101.5,101.297,101.803485,102.007092,102.3131132,102.3131132,102.6200526,102.8252927,102.8252927,102.5168168,102.0042327,101.69822,101.5965218,101.3933288,101.2919354,101.2919354,101.2919354,101.5958112,101.7990029,101.9008019,102.1046035,102.3088127,102.7180479,104.1561006,105.8225982,107.8332276,109.5585592,110.5445863,111.7605767,113.6605065,114.5697906,114.7989301,114.7989301,114.9137291,115.0286428,115.7188147,116.1816899,116.7625984,116.879361,117.229999,117.229999,117.229999,116.643849,115.5940544,115.5940544,115.3628663,115.3628663,115.0167777,114.7867441,115.0163176,114.786285,114.786285,115.3602164,115.8216573,116.5165872,116.9826536,117.6845495,117.9199186,118.3915983,118.7467731,119.2217602,121.0100866,122.5832177,124.2993827,126.2881729,128.8139363,136.0275168,146.365608,151.4884043,152.2458463,152.0936005,151.7894133,151.334045,151.7880472,151.9398352,151.7878954,151.7878954,151.6361075,151.1811992,151.030018,150.878988,150.878988,151.3316249,150.87763,150.87763,150.7267524,151.4803862,153.9040724,156.6743457,158.7111121,161.0917788,161.7361459,163.3535074,164.6603355,165.1543165,165.6497794,165.6497794,166.3123785,167.1439404,167.6453723,168.4835991,168.9890499,169.4960171,169.8350091,169.8350091,168.985834,168.3098907,168.3098907,167.804961,167.4693511,167.6368205,167.3015468,167.970753,167.970753,168.9785775,168.809599,167.965551,167.4616543,167.126731,167.4609845,168.2982894,169.6446757,170.8321884,172.1988459,173.5764367,174.2707425,174.0964717,173.5741823,172.7063114,171.6700735,170.468383,170.1274462,169.7871913,168.598681,168.092885,167.9247921,167.5889425,168.0917093,167.4193425,166.9170845,166.082499,165.418169,164.42566,164.7545113,165.7430384,167.2347258,168.0708994,167.7347576,167.2315533,166.0609324,165.2306278,164.239244,162.7610908,162.1100464,161.2994962,160.6542982,159.8510267,158.7320696,157.462213,156.6749019,155.5781776,154.3335522,153.716218,152.6402045,151.2664426,150.8126433,151.4158939,151.8701416,151.262661,151.262661,151.4139236
武汉,100,100.5,100.902,101.305608,101.5082192,101.7112357,101.8129469,102.0165728,102.0165728,101.8125396,101.6089146,101.3040878,101.2027837,101.0003782,100.7983774,100.7983774,100.5967806,100.6973774,100.7980748,100.8988729,100.797974,101.1003679,101.6058698,102.4187167,103.6477413,104.8915142,105.9404294,107.1057741,108.0697261,108.9342839,109.9146924,111.0138393,111.5689085,112.5730287,113.1358939,113.4753015,114.0426781,114.3848061,114.8423453,114.9571877,114.9571877,114.3824017,112.3235185,110.4140187,109.4202925,108.873191,108.5465715,108.5465715,108.4380249,108.4380249,108.6549009,108.9808656,109.0898465,109.4171161,109.8547845,110.7336228,111.5087582,111.8432844,112.6261874,113.5271969,114.6624689,115.6944311,117.1984587,119.6596263,122.4117978,124.8600337,127.6069544,131.690377,136.8263017,140.9310907,143.1859882,142.7564302,142.6136738,142.3284465,142.186118,142.7548625,143.0403722,143.4694933,143.7564323,143.4689194,143.3254505,143.1821251,143.1821251,143.6116714,144.1861181,144.041932,143.7538482,143.4663405,145.0444702,146.7850038,148.3996389,150.4772338,150.9286655,154.7018822,157.1771123,159.2204147,160.3349576,162.0986422,163.2333327,164.865666,166.844054,168.5124945,170.366132,172.2401594,173.6180807,175.3542615,176.7570956,178.3479095,179.0613011,179.0613011,179.0613011,178.7031785,179.4179912,181.9298431,183.203352,184.3025721,185.0397824,185.7799415,186.1515014,186.7099559,188.0169256,188.7689933,189.5240693,191.41931,193.1420838,194.4940783,195.6610428,196.443687,196.443687,195.6579122,194.0926489,193.510371,194.0909021,193.1204476,192.3479658,190.8091821,189.2827086,188.5255778,188.1485266,185.7025958,184.0312724,182.9270848,182.5612306,182.3786694,182.7434267,183.8398873,186.2298058,187.5334145,187.9084813,187.9084813,187.7205728,186.7819699,186.221624,186.0354024,185.1052254,183.0690679,181.9706535,181.0608002,179.6123138,177.8161907,175.1489478,173.2223094,172.5294202,171.1491848,168.9242454,167.235003,167.903943,168.5755587,169.4184365,168.9101812,169.0790914,168.7409332
长沙,100,100.9,101.4045,101.9115225,102.4210801,102.8307644,102.9335952,103.242396,103.5521232,103.5521232,103.2414668,102.7252595,102.3143584,102.1097297,102.1097297,102.1097297,102.00762,102.00762,102.1096276,102.3138469,102.4161607,102.620993,103.236719,103.3399557,104.2700153,105.6255255,107.3155339,108.6033203,109.7979568,110.7861385,111.8939998,113.0129398,113.6910175,114.8279277,115.5168952,116.2099966,116.7910466,117.2582108,117.6099854,117.8452054,117.3738245,116.3174601,114.5726982,112.739535,111.4994002,110.049908,109.0594588,108.2960426,107.9711544,107.5392698,107.4317306,107.4317306,107.2168671,107.2168671,107.324084,107.2167599,107.4311934,107.4311934,107.4311934,107.9683494,108.4002228,108.7254234,109.2690506,111.0173554,111.7944768,112.3534492,113.3646303,115.0650997,120.1279641,125.5337225,127.4167283,127.5441451,128.3094099,129.3358852,130.75858,131.8046486,132.9908904,133.2568722,134.1896703,134.4580497,134.5925077,134.9962852,134.9962852,135.2662778,135.8073429,136.0789576,136.4871945,136.7601689,138.9483316,141.7272982,145.5539352,148.4650139,149.355804,149.5051598,149.9536753,150.55349,151.3062575,151.60887,151.60887,151.9120877,153.2792965,154.3522516,154.6609561,155.124939,155.124939,155.2800639,155.9011842,157.460196,158.4049572,158.880172,159.3568126,160.1535966,160.794211,163.04533,163.8605566,165.3353016,165.6659722,165.6659722,165.3346403,165.8306442,166.8256281,168.4938843,169.3363538,170.5217082,171.8858819,174.1203984,175.5133616,176.3909284,176.9201012,177.2739414,177.6284892,178.1613747,178.3395361,178.6962152,179.411,179.949233,180.3091315,181.030368,181.2113984,181.7550326,181.9367876,182.3006612,183.2121645,184.1282253,184.68061,184.68061,185.7886936,186.7176371,187.4645077,187.8394367,188.0272761,188.5913579,188.7799493,189.5350691,189.155999,188.966843,188.7778761,188.2115425,187.2704848,186.1468619,184.2853932,183.5482517,182.0798657,180.0769871,178.6363712,177.0286439,175.966472,176.1424385,176.1424385,175.7901536,176.3175241,176.6701591
广州,100,100.6,100.9018,101.6081126,101.9129369,102.1167628,102.1167628,102.1167628,102.1167628,101.9125293,101.6067917,101.2003645,100.8967634,100.6949699,100.49358,100.2925928,100.1923002,100.3926848,100.5934702,100.8952506,101.2988316,101.7040269,102.3142511,103.5420221,105.6128625,108.8868613,111.6090328,113.9528225,115.6621148,116.818736,118.1037421,120.1115057,121.7930668,122.8892044,123.872318,124.7394242,125.6126002,126.2406632,126.7456259,126.8723715,126.8723715,126.1111373,124.4716925,122.8535605,121.1336106,119.6800073,119.2012873,118.9628847,118.9628847,118.7249589,118.606234,119.0806589,120.7477881,122.6797527,124.1519098,125.269277,127.0230468,128.0392312,128.8074666,129.7091189,130.7467918,132.8387405,136.691064,139.9716495,143.750884,146.3383999,148.2407991,151.7985783,156.5043343,158.5388906,159.9657406,161.0855008,162.0520138,163.5104819,167.598244,169.9446194,171.474121,172.3314916,173.0208175,171.8096718,170.9506235,170.6087222,170.4381135,169.9267991,169.2470919,168.5701036,168.9072438,168.7383365,171.7756266,175.0393635,176.0895997,177.6744061,178.3851037,178.7418739,178.7418739,184.1041301,185.7610673,187.804439,189.3068746,191.3892502,192.9203642,193.4991253,194.0796227,194.4677819,194.4677819,194.2733141,193.3019475,192.7220417,193.3002078,193.1069076,192.1413731,192.1413731,192.7177972,193.874104,195.4250968,197.1839227,198.3670262,199.3588614,201.1530911,202.5611627,204.5867744,206.4280553,208.4923359,210.7857516,213.9475379,216.0870132,216.5191873,216.3026681,216.0863654,215.4381063,214.1454777,212.8606048,213.9249078,215.2084573,214.9932488,215.2082421,216.2842833,216.9331361,217.5839355,217.1487677,216.4973214,215.8478294,214.7685903,213.9095159,213.4816969,214.122142,214.5503862,214.979487,215.1944665,214.979272,214.5493135,213.9056655,212.6222316,211.1338759,209.233671,207.1413343,205.4842037,203.84033,202.4134477,199.7820729,196.9851239,194.6213024,193.064332,192.0990103,190.3701192,189.0375284,188.4704158,188.2819454,188.2819454,187.9053815,187.7174761,187.3420412
